Estado,Medicamento,Apresentacao,Data,Valor,Quantidade,Base
BA,Bosentana,62.5mg - Comprimido/Cápsula,2025-09-04,8011.2,480,LAI
BA,Bosentana,62.5mg - Comprimido/Cápsula,2025-10-14,12016.8,720,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2022-05-04,7409.22,39,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2022-07-08,16148.3,85,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2022-06-09,26597.2,140,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2023-10-04,40521.3,190,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2022-07-11,40845.7,215,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2022-08-03,82071.36,432,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2022-09-06,105438.9,555,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2023-11-22,135384,600,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2022-10-14,135645.72,714,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2023-02-02,211447.74,1113,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2023-03-31,276420.9,1455,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2024-03-05,333044.64,1476,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2023-11-22,391711.04,1736,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2023-07-07,387724.86,1818,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2023-08-03,417795.93,1959,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2024-04-08,454438.96,2014,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2025-10-14,552957.3,2295,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2024-10-08,555751.32,2463,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2025-10-15,671573.1,2805,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2025-03-14,819196,3400,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2024-06-07,812304,3600,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2025-04-08,1228794,5100,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2025-08-06,1228794,5100,LAI
BA,Tiotrópio + Olodaterol,2.5mcg - Inalação,2024-12-03,1569724.1,6515,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2022-07-07,1610,23,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2022-05-04,7228.35,27,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2022-07-06,18672,100,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2022-07-06,25580.64,137,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2023-05-09,12019.05,145,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2022-08-03,17430,249,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2022-09-13,26460,378,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2022-10-14,35700,510,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2024-02-21,46390.9,530,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2025-03-12,86896.5,950,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2023-02-02,69300,990,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2023-02-27,85680,1224,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2023-08-09,113263.82,1294,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2023-05-09,114553.98,1382,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2023-07-03,121682.52,1468,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2025-10-14,187787.91,2053,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2024-04-08,182762.64,2088,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2024-02-21,189940.1,2170,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2024-10-04,197730.27,2259,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2023-11-30,199130.75,2275,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2024-06-07,309856.2,3540,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2025-03-12,429543.12,4696,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2025-05-13,516439.62,5646,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2025-08-06,516622.56,5648,LAI
BA,Umeclidínio + Vilanterol,62.5mcg - Comprimido/Cápsula,2024-11-22,521470.47,5701,LAI
BA,Amantadina,100mg - Comprimido/Cápsula,2022-07-01,23731.2,49440,LAI
BA,Amantadina,100mg - Comprimido/Cápsula,2023-07-03,28000,50000,LAI
BA,Amantadina,100mg - Comprimido/Cápsula,2024-07-08,30794.4,54990,LAI
BA,Amantadina,100mg - Comprimido/Cápsula,2025-05-13,31894.2,54990,LAI
BA,Amantadina,100mg - Comprimido/Cápsula,2024-03-05,39110.4,69840,LAI
BA,Amantadina,100mg - Comprimido/Cápsula,2023-05-26,65026.5,115500,LAI
BA,Amantadina,100mg - Comprimido/Cápsula,2022-07-06,55468.8,115560,LAI
BA,Amantadina,100mg - Comprimido/Cápsula,2024-07-08,86536.8,154530,LAI
BA,Amantadina,100mg - Comprimido/Cápsula,2025-05-13,89627.4,154530,LAI
BA,Amantadina,100mg - Comprimido/Cápsula,2023-07-04,89426.4,159690,LAI
BA,Amantadina,100mg - Comprimido/Cápsula,2021-03-08,82620,180000,LAI
BA,Amantadina,100mg - Comprimido/Cápsula,2021-07-05,82620,180000,LAI
BA,Amantadina,100mg - Comprimido/Cápsula,2022-09-05,88473.6,184320,LAI
BA,Amantadina,100mg - Comprimido/Cápsula,2022-10-14,94464,196800,LAI
BA,Amantadina,100mg - Comprimido/Cápsula,2025-02-07,117331.2,209520,LAI
BA,Amantadina,100mg - Comprimido/Cápsula,2024-10-29,117331.2,209520,LAI
BA,Amantadina,100mg - Comprimido/Cápsula,2024-05-07,117331.2,209520,LAI
BA,Amantadina,100mg - Comprimido/Cápsula,2025-09-04,121521.6,209520,LAI
BA,Amantadina,100mg - Comprimido/Cápsula,2025-10-14,123505.2,212940,LAI
BA,Amantadina,100mg - Comprimido/Cápsula,2023-11-30,119347.2,213120,LAI
BA,Amantadina,100mg - Comprimido/Cápsula,2021-12-17,172800,360000,LAI
BA,Danazol,100mg - Comprimido/Cápsula,2021-09-30,2842,1450,LAI
BA,Danazol,100mg - Comprimido/Cápsula,2025-03-31,6729.5,2150,LAI
BA,Danazol,100mg - Comprimido/Cápsula,2021-03-29,4410,2250,LAI
BA,Danazol,100mg - Comprimido/Cápsula,2024-03-21,8348.4,2700,LAI
BA,Danazol,100mg - Comprimido/Cápsula,2021-09-09,5488,2800,LAI
BA,Danazol,100mg - Comprimido/Cápsula,2022-09-06,5956.5,2850,LAI
BA,Danazol,100mg - Comprimido/Cápsula,2021-06-02,5782,2950,LAI
BA,Danazol,100mg - Comprimido/Cápsula,2022-06-07,6688,3200,LAI
BA,Danazol,100mg - Comprimido/Cápsula,2022-11-08,7524,3600,LAI
BA,Danazol,100mg - Comprimido/Cápsula,2022-02-18,8715,4150,LAI
BA,Deferiprona,500mg - Comprimido/Cápsula,2025-06-02,9448,800,LAI
BA,Deferiprona,500mg - Comprimido/Cápsula,2025-06-02,18896,1600,LAI
BA,Deferiprona,500mg - Comprimido/Cápsula,2025-10-14,22439,1900,LAI
BA,Deferiprona,500mg - Comprimido/Cápsula,2023-11-30,24244,2200,LAI
BA,Deferiprona,500mg - Comprimido/Cápsula,2024-06-17,28652,2600,LAI
BA,Deferiprona,500mg - Comprimido/Cápsula,2024-12-03,51795,4500,LAI
BA,Sapropterina,100mg - Comprimido/Cápsula,2025-09-04,142092,1200,LAI
BA,Sapropterina,100mg - Comprimido/Cápsula,2025-03-20,142992,1200,LAI
BA,Triptorrelina,3.75mg - Injetável,2024-03-05,1200,4,LAI
BA,Triptorrelina,3.75mg - Injetável,2024-05-13,1800,6,LAI
BA,Triptorrelina,3.75mg - Injetável,2024-08-06,1800,6,LAI
BA,Triptorrelina,3.75mg - Injetável,2024-10-07,3600,12,LAI
BA,Triptorrelina,3.75mg - Injetável,2024-10-09,3600,12,LAI
BA,Triptorrelina,3.75mg - Injetável,2022-12-06,5261.1,15,LAI
BA,Triptorrelina,3.75mg - Injetável,2023-10-24,5400,18,LAI
BA,Triptorrelina,3.75mg - Injetável,2023-05-09,6313.32,18,LAI
BA,Triptorrelina,3.75mg - Injetável,2025-11-04,6650,19,LAI
BA,Triptorrelina,11.25mg - Injetável,2024-04-10,42900,39,LAI
BA,Triptorrelina,11.25mg - Injetável,2025-03-12,44156.8,40,LAI
BA,Triptorrelina,11.25mg - Injetável,2022-12-06,71754.8,65,LAI
BA,Triptorrelina,11.25mg - Injetável,2024-03-05,99000,90,LAI
BA,Triptorrelina,11.25mg - Injetável,2024-04-10,106700,97,LAI
BA,Triptorrelina,11.25mg - Injetável,2022-12-06,110392,100,LAI
BA,Triptorrelina,11.25mg - Injetável,2025-03-12,121431.2,110,LAI
BA,Triptorrelina,11.25mg - Injetável,2025-08-06,143509.6,130,LAI
BA,Triptorrelina,11.25mg - Injetável,2024-08-06,165000,150,LAI
BA,Triptorrelina,11.25mg - Injetável,2024-10-04,165000,150,LAI
BA,Triptorrelina,11.25mg - Injetável,2024-10-15,165000,150,LAI
BA,Triptorrelina,11.25mg - Injetável,2025-04-11,165588,150,LAI
BA,Triptorrelina,11.25mg - Injetável,2024-06-07,171600,156,LAI
BA,Triptorrelina,11.25mg - Injetável,2025-10-14,215264.4,195,LAI
BA,Triptorrelina,11.25mg - Injetável,2024-04-10,42900,39,LAI
BA,Triptorrelina,11.25mg - Injetável,2025-03-12,44156.8,40,LAI
BA,Triptorrelina,11.25mg - Injetável,2022-12-06,71754.8,65,LAI
BA,Triptorrelina,11.25mg - Injetável,2024-03-05,99000,90,LAI
BA,Triptorrelina,11.25mg - Injetável,2024-04-10,106700,97,LAI
BA,Triptorrelina,11.25mg - Injetável,2022-12-06,110392,100,LAI
BA,Triptorrelina,11.25mg - Injetável,2025-03-12,121431.2,110,LAI
BA,Triptorrelina,11.25mg - Injetável,2025-08-06,143509.6,130,LAI
BA,Triptorrelina,11.25mg - Injetável,2024-08-06,165000,150,LAI
BA,Triptorrelina,11.25mg - Injetável,2024-10-04,165000,150,LAI
BA,Triptorrelina,11.25mg - Injetável,2024-10-15,165000,150,LAI
BA,Triptorrelina,11.25mg - Injetável,2025-04-11,165588,150,LAI
BA,Triptorrelina,11.25mg - Injetável,2024-06-07,171600,156,LAI
BA,Triptorrelina,11.25mg - Injetável,2025-10-14,215264.4,195,LAI
BA,Triptorrelina,3.75mg - Injetável,2024-03-05,1200,4,LAI
BA,Triptorrelina,3.75mg - Injetável,2024-05-13,1800,6,LAI
BA,Triptorrelina,3.75mg - Injetável,2024-08-06,1800,6,LAI
BA,Triptorrelina,3.75mg - Injetável,2024-10-07,3600,12,LAI
BA,Triptorrelina,3.75mg - Injetável,2024-10-09,3600,12,LAI
BA,Triptorrelina,3.75mg - Injetável,2022-12-06,5261.1,15,LAI
BA,Triptorrelina,3.75mg - Injetável,2023-10-24,5400,18,LAI
BA,Triptorrelina,3.75mg - Injetável,2023-05-09,6313.32,18,LAI
BA,Triptorrelina,3.75mg - Injetável,2025-11-04,6650,19,LAI
BA,Hidroxiureia,500mg - Comprimido/Cápsula,2022-06-15,122995,85000,LAI
BA,Hidroxiureia,500mg - Comprimido/Cápsula,2023-07-04,144270,90000,LAI
BA,Hidroxiureia,500mg - Comprimido/Cápsula,2024-08-23,99298.5,96500,LAI
BA,Hidroxiureia,500mg - Comprimido/Cápsula,2025-07-07,136255,114500,LAI
BA,Hidroxiureia,500mg - Comprimido/Cápsula,2022-06-15,311105,215000,LAI
BA,Hidroxiureia,500mg - Comprimido/Cápsula,2025-03-12,266800,290000,LAI
BA,Hidroxiureia,500mg - Comprimido/Cápsula,2024-08-23,270020,293500,LAI
BA,Hidroxiureia,500mg - Comprimido/Cápsula,2021-07-05,399900,300000,LAI
BA,Hidroxiureia,500mg - Comprimido/Cápsula,2025-07-07,249990,320500,LAI
BA,Hidroxiureia,500mg - Comprimido/Cápsula,2022-09-12,473169,327000,LAI
BA,Hidroxiureia,500mg - Comprimido/Cápsula,2022-10-21,473169,327000,LAI
BA,Hidroxiureia,500mg - Comprimido/Cápsula,2023-07-04,556401.3,347100,LAI
BA,Hidroxiureia,500mg - Comprimido/Cápsula,2024-10-29,358800,390000,LAI
BA,Hidroxiureia,500mg - Comprimido/Cápsula,2024-05-07,625170,390000,LAI
BA,Hidroxiureia,500mg - Comprimido/Cápsula,2025-10-14,315900,405000,LAI
BA,Hidroxiureia,500mg - Comprimido/Cápsula,2023-11-30,666046.5,415500,LAI
BA,Hidroxiureia,500mg - Comprimido/Cápsula,2023-02-28,608897.6,420800,LAI
BA,Hidroxiureia,500mg - Comprimido/Cápsula,2025-04-08,400200,435000,LAI
BA,Hidroxiureia,500mg - Comprimido/Cápsula,2021-12-15,870000,600000,LAI
BA,Hidroxiureia,100mg - Comprimido/Cápsula,2025-10-21,38070,8100,LAI
BA,Hidroxiureia,100mg - Comprimido/Cápsula,2025-07-14,45479.28,9660,LAI
BA,Imunoglobulina Humana,Injetável,2024-05-07,103135.6,50,LAI
BA,Imunoglobulina Humana,Injetável,2023-07-24,350859.6,204,LAI
BA,Imunoglobulina Humana,Injetável,2023-07-24,509090.4,296,LAI
BA,Imunoglobulina Humana,Injetável,2025-02-26,448434,300,LAI
BA,Imunoglobulina Humana,Injetável,2024-07-31,448434,300,LAI
BA,Imunoglobulina Humana,Injetável,2021-12-17,2542835.85,1500,LAI
BA,Iloprosta,10mcg/ml - Injetável,2021-07-05,2746.7,110,LAI
BA,Iloprosta,10mcg/ml - Injetável,2022-03-07,9633,390,LAI
BA,Iloprosta,10mcg/ml - Injetável,2023-05-09,12652.2,540,LAI
BA,Iloprosta,10mcg/ml - Injetável,2022-07-19,22971,930,LAI
BA,Iloprosta,10mcg/ml - Injetável,2021-02-09,26665.2,1080,LAI
BA,Iloprosta,10mcg/ml - Injetável,2021-04-05,26665.2,1080,LAI
BA,Iloprosta,10mcg/ml - Injetável,2024-08-02,67561.5,2190,LAI
BA,Iloprosta,10mcg/ml - Injetável,2021-07-06,57930.4,2320,LAI
BA,Iloprosta,10mcg/ml - Injetável,2021-10-22,59428.6,2380,LAI
BA,Iloprosta,10mcg/ml - Injetável,2022-03-08,63726,2580,LAI
BA,Iloprosta,10mcg/ml - Injetável,2021-09-08,74160.9,2970,LAI
BA,Iloprosta,10mcg/ml - Injetável,2022-09-13,88920,3600,LAI
BA,Iloprosta,10mcg/ml - Injetável,2022-10-25,88920,3600,LAI
BA,Iloprosta,10mcg/ml - Injetável,2022-07-01,93366,3780,LAI
BA,Iloprosta,10mcg/ml - Injetável,2024-08-02,118464,3840,LAI
BA,Iloprosta,10mcg/ml - Injetável,2023-05-09,94891.5,4050,LAI
BA,Iloprosta,10mcg/ml - Injetável,2024-03-05,115458,4200,LAI
BA,Iloprosta,10mcg/ml - Injetável,2025-10-14,142531.8,4740,LAI
BA,Iloprosta,10mcg/ml - Injetável,2025-05-13,175845,5700,LAI
BA,Iloprosta,10mcg/ml - Injetável,2023-09-04,145500.3,6210,LAI
BA,Iloprosta,10mcg/ml - Injetável,2024-08-02,173187,6300,LAI
BA,Iloprosta,10mcg/ml - Injetável,2023-10-24,158152.5,6750,LAI
BA,Iloprosta,10mcg/ml - Injetável,2024-04-08,311736.6,11340,LAI
BA,Iloprosta,10mcg/ml - Injetável,2025-10-15,458266.8,15240,LAI
BA,Iloprosta,10mcg/ml - Injetável,2024-10-29,472005,15300,LAI
BA,Iloprosta,10mcg/ml - Injetável,2024-11-08,505323,16380,LAI
BA,Iloprosta,10mcg/ml - Injetável,2025-06-26,825132,26790,LAI
BA,Leuprorrelina,75mg - Injetável,2021-10-22,1771.76,8,LAI
BA,Leuprorrelina,75mg - Injetável,2021-03-08,22542,102,LAI
BA,Leuprorrelina,75mg - Injetável,2025-10-15,35265.2,131,LAI
BA,Leuprorrelina,75mg - Injetável,2021-12-15,36176.1,150,LAI
BA,Leuprorrelina,75mg - Injetável,2022-10-26,38306,179,LAI
BA,Leuprorrelina,75mg - Injetável,2025-10-14,55186,205,LAI
BA,Leuprorrelina,75mg - Injetável,2025-07-17,69232.26,269,LAI
BA,Leuprorrelina,75mg - Injetável,2024-10-29,72976.12,280,LAI
BA,Leuprorrelina,75mg - Injetável,2021-03-08,65998.06,298,LAI
BA,Leuprorrelina,75mg - Injetável,2021-05-04,88588,400,LAI
BA,Leuprorrelina,75mg - Injetável,2022-11-07,91378,427,LAI
BA,Leuprorrelina,75mg - Injetável,2024-03-06,103697.98,428,LAI
BA,Leuprorrelina,75mg - Injetável,2024-10-29,113242.36,440,LAI
BA,Leuprorrelina,75mg - Injetável,2021-07-05,119593.8,540,LAI
BA,Leuprorrelina,75mg - Injetável,2021-12-15,152904.31,634,LAI
BA,Leuprorrelina,75mg - Injetável,2022-03-31,190527.46,790,LAI
BA,Leuprorrelina,75mg - Injetável,2021-09-28,175404.24,792,LAI
BA,Leuprorrelina,75mg - Injetável,2022-09-13,191009.8,792,LAI
BA,Leuprorrelina,75mg - Injetável,2024-04-10,215875.93,891,LAI
BA,Leuprorrelina,75mg - Injetável,2023-08-03,228552,1068,LAI
BA,Leuprorrelina,75mg - Injetável,2022-10-25,235828,1102,LAI
BA,Leuprorrelina,75mg - Injetável,2023-02-27,255516,1194,LAI
BA,Mepolizumabe,100mg/ml - Injetável,2023-07-05,31973.22,18,LAI
BA,Mepolizumabe,100mg/ml - Injetável,2023-10-11,186510.45,105,LAI
BA,Mepolizumabe,100mg/ml - Injetável,2023-07-05,389007.51,219,LAI
BA,Mepolizumabe,100mg/ml - Injetável,2023-07-05,10657.74,6,LAI
BA,Mepolizumabe,100mg/ml - Injetável,2023-04-12,31973.22,18,LAI
BA,Mepolizumabe,100mg/ml - Injetável,2022-10-28,108353.69,61,LAI
BA,Mepolizumabe,100mg/ml - Injetável,2023-11-23,271810,140,LAI
BA,Mepolizumabe,100mg/ml - Injetável,2023-04-12,282430.11,159,LAI
BA,Mepolizumabe,100mg/ml - Injetável,2023-05-09,314403.33,177,LAI
BA,Mepolizumabe,100mg/ml - Injetável,2024-11-08,385735.35,195,LAI
BA,Mepolizumabe,100mg/ml - Injetável,2023-11-23,444603.5,229,LAI
BA,Mepolizumabe,100mg/ml - Injetável,2024-04-08,460904.29,233,LAI
BA,Mepolizumabe,100mg/ml - Injetável,2024-08-02,508379.41,257,LAI
BA,Mepolizumabe,100mg/ml - Injetável,2024-09-02,563767.05,285,LAI
BA,Mepolizumabe,100mg/ml - Injetável,2024-05-13,640914.12,324,LAI
BA,Mepolizumabe,100mg/ml - Injetável,2024-02-19,716413.5,369,LAI
BA,Mepolizumabe,100mg/ml - Injetável,2024-10-16,1335237.75,675,LAI
BA,Mepolizumabe,100mg/ml - Injetável,2025-02-05,1438468.83,709,LAI
BA,Mepolizumabe,100mg/ml - Injetável,2025-08-05,1896176.88,936,LAI
BA,Mepolizumabe,100mg/ml - Injetável,2025-10-14,2029881.66,1002,LAI
BA,Mepolizumabe,100mg/ml - Injetável,2025-05-27,2554347.33,1259,LAI
BA,Desferroxamina,500mg - Injetável,2024-08-06,1324.75,35,LAI
BA,Desferroxamina,500mg - Injetável,2024-10-04,1703.25,45,LAI
BA,Desferroxamina,500mg - Injetável,2021-12-03,1330.8,60,LAI
BA,Desferroxamina,500mg - Injetável,2022-11-07,1771.2,72,LAI
BA,Desferroxamina,500mg - Injetável,2025-08-27,3244,80,LAI
BA,Desferroxamina,500mg - Injetável,2025-03-12,3757.25,95,LAI
BA,Desferroxamina,500mg - Injetável,2022-09-06,2361.6,96,LAI
BA,Desferroxamina,500mg - Injetável,2023-02-28,4674,190,LAI
BA,Desferroxamina,500mg - Injetável,2022-02-24,4258.56,192,LAI
BA,Desferroxamina,500mg - Injetável,2022-10-14,5289,215,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-09-10,67293,300,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-05-04,89724,400,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2022-10-21,332037.5,1250,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2022-07-19,328648.88,1372,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-07-05,471051,2100,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-05-04,475537.2,2120,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-11-23,479486.7,2142,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-08-23,595441,2660,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-09-04,866485.06,3262,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2022-06-06,801500.84,3346,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2022-03-07,804135.78,3357,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-05-17,802278.4,3584,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-04-15,805412.3,3598,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-03-05,1005981.9,4494,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2022-11-08,1203835.16,4532,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2022-09-12,1200574.48,5012,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-11-23,1137605.7,5082,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-04-04,1550747.94,5838,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-11-11,1431970.12,5978,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-06-02,1636280.8,6160,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-06-06,1617092.4,7224,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-06-07,1617092.4,7224,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-12-05,3091486.72,13216,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-09-05,3166808.96,13538,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-08-28,4001760,16674,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-10-14,4001760,16674,LAI
BA,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-04-09,6628357.12,28336,LAI
BA,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-09-04,144140.08,1288,LAI
BA,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-09-02,189926.8,1624,LAI
BA,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-09-02,227584.7,1946,LAI
BA,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-03-05,227177.3,2030,LAI
BA,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-04-08,227177.3,2030,LAI
BA,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-09-04,429286.76,3836,LAI
BA,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-06-18,589428,5040,LAI
BA,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-11-23,573426.84,5124,LAI
BA,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-10-29,776080.2,6636,LAI
BA,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-06-07,770836.08,6888,LAI
BA,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-02-07,835023,7140,LAI
BA,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-06-02,835023,7140,LAI
BA,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-10-14,870167.48,7252,LAI
BA,Omalizumabe,150mg - Injetável,2021-12-10,33033.6,18,LAI
BA,Omalizumabe,150mg - Injetável,2022-03-31,44044.8,24,LAI
BA,Omalizumabe,150mg - Injetável,2022-06-01,66067.2,36,LAI
BA,Omalizumabe,150mg - Injetável,2023-07-03,366309,180,LAI
BA,Omalizumabe,150mg - Injetável,2024-04-12,488412,240,LAI
BA,Omalizumabe,150mg - Injetável,2024-05-07,531148.05,261,LAI
BA,Omalizumabe,150mg - Injetável,2023-10-04,598304.7,294,LAI
BA,Omalizumabe,150mg - Injetável,2023-11-30,665461.35,327,LAI
BA,Omalizumabe,150mg - Injetável,2024-12-09,1975838.02,853,LAI
BA,Omalizumabe,150mg - Injetável,2024-08-30,2543341.32,1098,LAI
BA,Omalizumabe,150mg - Injetável,2025-06-12,879804.98,1234,LAI
BA,Pancreatina,10000ui - Comprimido/Cápsula,2025-06-03,13586.4,9990,LAI
BA,Pancreatina,10000ui - Comprimido/Cápsula,2024-06-06,14625,11250,LAI
BA,Pancreatina,10000ui - Comprimido/Cápsula,2024-11-08,22464,17280,LAI
BA,Pancreatina,10000ui - Comprimido/Cápsula,2025-06-03,37332,27450,LAI
BA,Pancreatina,10000ui - Comprimido/Cápsula,2024-06-06,46917,36090,LAI
BA,Pancreatina,10000ui - Comprimido/Cápsula,2025-02-07,48672,37440,LAI
BA,Pancreatina,10000ui - Comprimido/Cápsula,2025-08-05,53488.8,39330,LAI
BA,Pancreatina,10000ui - Comprimido/Cápsula,2025-10-14,53488.8,39330,LAI
BA,Pancreatina,10000ui - Comprimido/Cápsula,2024-09-03,58500,45000,LAI
BA,Pancreatina,25000ui - Comprimido/Cápsula,2024-08-06,205425,75000,LAI
BA,Pancreatina,25000ui - Comprimido/Cápsula,2025-08-28,238821.9,84990,LAI
BA,Pancreatina,25000ui - Comprimido/Cápsula,2025-03-12,564343.56,206040,LAI
BA,Pancreatina,25000ui - Comprimido/Cápsula,2024-08-06,657360,240000,LAI
BA,Pancreatina,25000ui - Comprimido/Cápsula,2025-08-28,856993.8,304980,LAI
BA,Pancreatina,25000ui - Comprimido/Cápsula,2025-04-07,846515.34,309060,LAI
BA,Pancreatina,25000ui - Comprimido/Cápsula,2024-10-29,846515.34,309060,LAI
BA,Pancreatina,25000ui - Comprimido/Cápsula,2025-10-14,1095815.7,389970,LAI
BA,Penicilamina,250mg - Comprimido/Cápsula,2022-06-06,22684.8,10200,LAI
BA,Penicilamina,250mg - Comprimido/Cápsula,2022-09-06,24019.2,10800,LAI
BA,Penicilamina,250mg - Comprimido/Cápsula,2022-10-14,25576,11500,LAI
BA,Penicilamina,250mg - Comprimido/Cápsula,2023-03-14,26243.2,11800,LAI
BA,Penicilamina,250mg - Comprimido/Cápsula,2023-02-27,26260.99,11808,LAI
BA,Penicilamina,250mg - Comprimido/Cápsula,2021-09-08,25452,12000,LAI
