Data,Estado,Medicamento,Apresentacao,Quantidade,Valor,Base
7-11-20,DF,Cloridrato De Amantadina,100mg - Comprimido/Cápsula,40980,19670.4,LAI
14-04-20,DF,Cloridrato De Amantadina,100mg - Comprimido/Cápsula,41370,19857.6,LAI
18-08-20,DF,Cloridrato De Amantadina,100mg - Comprimido/Cápsula,41610,22053.3,LAI
8-11-20,DF,Cloridrato De Amantadina,100mg - Comprimido/Cápsula,42000,22260,LAI
8-03-20,DF,Cloridrato De Amantadina,100mg - Comprimido/Cápsula,58320,30909.6,LAI
4-07-20,DF,Deferiprona,500mg - Comprimido/Cápsula,400,4172,LAI
1-09-20,DF,Deferiprona,500mg - Comprimido/Cápsula,400,4172,LAI
16-11-20,DF,Deferiprona,500mg - Comprimido/Cápsula,800,8344,LAI
26-01-20,DF,Deferiprona,500mg - Comprimido/Cápsula,2000,20860,LAI
26-04-20,DF,Deferiprona,500mg - Comprimido/Cápsula,4500,46935,LAI
26-08-20,DF,Deferiprona,500mg - Comprimido/Cápsula,3400,35462,LAI
13-05-20,DF,Deferiprona,500mg - Comprimido/Cápsula,4000,41720,LAI
9-07-20,DF,Deferiprona,500mg - Comprimido/Cápsula,800,8344,LAI
11-07-20,DF,Deferiprona,500mg - Comprimido/Cápsula,7400,77182,LAI
22-07-20,DF,Dicloridrato De Sapropterina,100mg - Comprimido/Cápsula,1350,117126,LAI
22-07-20,DF,Dicloridrato De Sapropterina,100mg - Comprimido/Cápsula,120,10411.2,LAI
6-01-20,DF,Dicloridrato De Sapropterina,100mg - Comprimido/Cápsula,660,57261.6,LAI
4-02-20,DF,Dicloridrato De Sapropterina,100mg - Comprimido/Cápsula,660,57261.6,LAI
20-04-20,DF,Dicloridrato De Sapropterina,100mg - Comprimido/Cápsula,750,65070,LAI
3-06-20,DF,Dicloridrato De Sapropterina,100mg - Comprimido/Cápsula,750,65070,LAI
17-08-20,DF,Dicloridrato De Sapropterina,100mg - Comprimido/Cápsula,1770,192027.3,LAI
29-11-20,DF,Dicloridrato De Sapropterina,100mg - Comprimido/Cápsula,1680,172603.2,LAI
10-04-20,DF,Dicloridrato De Sapropterina,100mg - Comprimido/Cápsula,930,95548.2,LAI
23-04-20,DF,Dicloridrato De Sapropterina,100mg - Comprimido/Cápsula,2790,286644.6,LAI
23-04-20,DF,Dicloridrato De Sapropterina,100mg - Comprimido/Cápsula,5310,545549.4,LAI
13-11-20,DF,Dicloridrato De Sapropterina,100mg - Comprimido/Cápsula,4680,507733.2,LAI
7-02-20,DF,Dicloridrato De Sapropterina,100mg - Comprimido/Cápsula,4590,497969.1,LAI
26-03-20,DF,Dicloridrato De Sapropterina,100mg - Comprimido/Cápsula,4500,488205,LAI
30-05-20,DF,Dicloridrato De Sapropterina,100mg - Comprimido/Cápsula,450,48820.5,LAI
21-08-20,DF,Dicloridrato De Sapropterina,100mg - Comprimido/Cápsula,900,102069,LAI
21-08-20,DF,Dicloridrato De Sapropterina,100mg - Comprimido/Cápsula,960,108873.6,LAI
21-08-20,DF,Dicloridrato De Sapropterina,100mg - Comprimido/Cápsula,1290,146298.9,LAI
8-10-20,DF,Dicloridrato De Sapropterina,100mg - Comprimido/Cápsula,3420,387759.6,LAI
5-08-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,1680,185774.4,LAI
5-08-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,9450,1044981,LAI
16-12-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,826,91339.08,LAI
28-12-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,4480,495398.4,LAI
25-02-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,4732,523264.56,LAI
25-04-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,5180,572804.4,LAI
25-04-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,672,74309.76,LAI
31-05-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,5334,589833.72,LAI
31-05-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,672,74309.76,LAI
8-07-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,5600,619248,LAI
11-08-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,1484,175260.4,LAI
11-08-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,1484,175260.4,LAI
11-08-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,1484,175260.4,LAI
11-08-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,1484,175260.4,LAI
5-10-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,672,79363.2,LAI
23-09-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2100,248010,LAI
6-10-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2422,286038.2,LAI
6-10-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2100,248010,LAI
21-11-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,1568,185180.8,LAI
21-11-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,1568,185180.8,LAI
21-11-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,1568,185180.8,LAI
21-11-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,1568,185180.8,LAI
21-11-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,1568,185180.8,LAI
7-02-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,1750,206675,LAI
10-02-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,3836,453031.6,LAI
10-02-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,3850,454685,LAI
20-04-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,8400,992040,LAI
20-04-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,7574,894489.4,LAI
26-04-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,3486,411696.6,LAI
7-11-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,7672,1004725.12,LAI
12-04-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,15148,1983782.08,LAI
1-11-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,16310,2206253.7,LAI
1-11-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,182,24619.14,LAI
1-11-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,1932,261341.64,LAI
27-01-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,16310,2206253.7,LAI
27-01-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,1918,259447.86,LAI
3-04-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,1806,244297.62,LAI
3-04-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,12754,1725233.58,LAI
27-05-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2604,352243.08,LAI
27-05-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,21084,2852032.68,LAI
21-07-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,7644,1034003.88,LAI
21-07-20,DF,Eltrombopague Olamina,25mg - Comprimido/Cápsula,882,119308.14,LAI
20-08-20,DF,Hidroxiureia,500mg - Comprimido/Cápsula,127800,167302.98,LAI
20-08-20,DF,Hidroxiureia,500mg - Comprimido/Cápsula,26000,34036.6,LAI
30-12-20,DF,Hidroxiureia,500mg - Comprimido/Cápsula,80300,105996,LAI
5-04-20,DF,Hidroxiureia,500mg - Comprimido/Cápsula,117400,154968,LAI
22-07-20,DF,Hidroxiureia,500mg - Comprimido/Cápsula,116500,153780,LAI
24-11-20,DF,Hidroxiureia,500mg - Comprimido/Cápsula,141600,186912,LAI
23-02-20,DF,Hidroxiureia,500mg - Comprimido/Cápsula,73800,106323.66,LAI
17-03-20,DF,Hidroxiureia,500mg - Comprimido/Cápsula,74400,107188.08,LAI
20-02-20,DF,Hidroxiureia,500mg - Comprimido/Cápsula,800,1256,LAI
29-02-20,DF,Hidroxiureia,500mg - Comprimido/Cápsula,1000,1570,LAI
29-05-20,DF,Hidroxiureia,500mg - Comprimido/Cápsula,10000,10200,LAI
29-05-20,DF,Hidroxiureia,500mg - Comprimido/Cápsula,10000,10200,LAI
7-06-20,DF,Hidroxiureia,500mg - Comprimido/Cápsula,210800,215016,LAI
23-08-20,DF,Hidroxiureia,500mg - Comprimido/Cápsula,76700,72098,LAI
23-08-20,DF,Hidroxiureia,500mg - Comprimido/Cápsula,2000,1880,LAI
17-12-20,DF,Hidroxiureia,500mg - Comprimido/Cápsula,1600,1504,LAI
10-12-20,DF,Hidroxiureia,500mg - Comprimido/Cápsula,111900,105186,LAI
13-03-20,DF,Hidroxiureia,500mg - Comprimido/Cápsula,119200,112048,LAI
7-05-20,DF,Hidroxiureia,500mg - Comprimido/Cápsula,2000,1880,LAI
26-06-20,DF,Hidroxiureia,500mg - Comprimido/Cápsula,255400,240076,LAI
17-01-20,DF,Iloprosta,10mcg/ml - Injetável,720,17906.4,LAI
24-03-20,DF,Iloprosta,10mcg/ml - Injetável,5760,143251.2,LAI
6-04-20,DF,Iloprosta,10mcg/ml - Injetável,720,17906.4,LAI
19-07-20,DF,Iloprosta,10mcg/ml - Injetável,5400,141534,LAI
14-12-20,DF,Iloprosta,10mcg/ml - Injetável,8160,222931.2,LAI
15-04-20,DF,Iloprosta,10mcg/ml - Injetável,8100,221292,LAI
5-07-20,DF,Iloprosta,10mcg/ml - Injetável,6270,172926.6,LAI
16-08-20,DF,Iloprosta,10mcg/ml - Injetável,8250,227535,LAI
2-12-20,DF,Iloprosta,10mcg/ml - Injetável,6390,179878.5,LAI
10-03-20,DF,Iloprosta,10mcg/ml - Injetável,6540,184101,LAI
30-05-20,DF,Iloprosta,10mcg/ml - Injetável,7020,197613,LAI
4-08-20,DF,Iloprosta,10mcg/ml - Injetável,7650,215347.5,LAI
1-09-20,DF,Iloprosta,10mcg/ml - Injetável,6240,175656,LAI
20-12-20,DF,Mepolizumabe,100mg - Injetável,240,426309.6,LAI
4-08-20,DF,Mesilato De Desferroxamina,500mg - Injetável,380,9344.2,LAI
16-11-20,DF,Mesilato De Desferroxamina,500mg - Injetável,380,9344.2,LAI
27-02-20,DF,Mesilato De Desferroxamina,500mg - Injetável,450,11065.5,LAI
28-08-20,DF,Mesilato De Desferroxamina,500mg - Injetável,600,14754,LAI
12-02-20,DF,Mesilato De Desferroxamina,500mg - Injetável,1060,40121,LAI
3-03-20,DF,Pancreatina,10ui - Não Especificado,39540,43889.4,LAI
28-08-20,DF,Mepolizumabe,100mg - Injetável,14,24868.06,LAI
20-12-20,DF,Mepolizumabe,100mg - Injetável,8,14210.32,LAI
14-06-20,DF,Mepolizumabe,100mg - Injetável,706,1254060.74,LAI
NA,DF,Omalizumabe,150mg - Injetável,20,34370.4,LAI
NA,DF,Omalizumabe,150mg - Injetável,603,1260873,LAI
NA,DF,Omalizumabe,150mg - Injetável,873,1825443,LAI
NA,DF,Omalizumabe,150mg - Injetável,1152,2408832,LAI
NA,DF,Omalizumabe,150mg - Injetável,703,1469973,LAI
NA,DF,Omalizumabe,150mg - Injetável,777,1624707,LAI
NA,DF,Omalizumabe,150mg - Injetável,87,181917,LAI
NA,DF,Omalizumabe,150mg - Injetável,564,1179324,LAI
NA,DF,Omalizumabe,150mg - Injetável,1267,843315.2,LAI
NA,DF,Omalizumabe,150mg - Injetável,1266,842649.6,LAI
NA,DF,Omalizumabe,150mg - Injetável,1338,890572.8,LAI
22-11-20,DF,Pancreatina,10ui - Não Especificado,15780,17515.8,LAI
28-03-20,DF,Pancreatina,10ui - Não Especificado,18180,20179.8,LAI
18-07-20,DF,Pancreatina,10ui - Não Especificado,9870,10955.7,LAI
6-11-20,DF,Pancreatina,10ui - Não Especificado,21090,25940.7,LAI
2-02-20,DF,Pancreatina,10ui - Não Especificado,21000,27300,LAI
11-04-20,DF,Pancreatina,10ui - Não Especificado,19050,23431.5,LAI
9-07-20,DF,Pancreatina,10ui - Não Especificado,20970,27261,LAI
16-09-20,DF,Pancreatina,10ui - Não Especificado,17550,22815,LAI
11-11-20,DF,Pancreatina,10ui - Não Especificado,34050,44265,LAI
3-07-20,DF,Pancreatina,10ui - Não Especificado,34350,44655,LAI
18-09-20,DF,Pancreatina,10ui - Não Especificado,33240,46536,LAI
9-03-20,DF,Pancreatina,25ui - Não Especificado,131790,271487.4,LAI
18-05-20,DF,Pancreatina,25ui - Não Especificado,138990,286319.4,LAI
20-07-20,DF,Pancreatina,25ui - Não Especificado,128520,264751.2,LAI
26-10-20,DF,Pancreatina,25ui - Não Especificado,167580,351297.95,LAI
25-01-20,DF,Pancreatina,25ui - Não Especificado,188610,395383.14,LAI
19-04-20,DF,Pancreatina,25ui - Não Especificado,198750,416639.63,LAI
2-08-20,DF,Pancreatina,25ui - Não Especificado,42720,95513.38,LAI
2-08-20,DF,Pancreatina,25ui - Não Especificado,43290,96787.78,LAI
2-08-20,DF,Pancreatina,25ui - Não Especificado,42840,95781.67,LAI
2-08-20,DF,Pancreatina,25ui - Não Especificado,42780,95647.52,LAI
2-08-20,DF,Pancreatina,25ui - Não Especificado,42900,95915.82,LAI
27-12-20,DF,Pancreatina,25ui - Não Especificado,36870,82433.95,LAI
27-12-20,DF,Pancreatina,25ui - Não Especificado,36810,82299.8,LAI
27-12-20,DF,Pancreatina,25ui - Não Especificado,37290,83372.98,LAI
27-12-20,DF,Pancreatina,25ui - Não Especificado,36690,82031.5,LAI
27-12-20,DF,Pancreatina,25ui - Não Especificado,36750,82165.65,LAI
27-12-20,DF,Pancreatina,25ui - Não Especificado,36930,82568.09,LAI
11-04-20,DF,Pancreatina,25ui - Não Especificado,228840,511640.47,LAI
18-04-20,DF,Pancreatina,25ui - Não Especificado,46200,103293.96,LAI
1-12-20,DF,Pancreatina,25ui - Não Especificado,240450,596316,LAI
2-02-20,DF,Pancreatina,25ui - Não Especificado,240000,628800,LAI
14-06-20,DF,Pancreatina,25ui - Não Especificado,264390,692701.8,LAI
20-09-20,DF,Pancreatina,25ui - Não Especificado,257730,675252.6,LAI
9-12-20,DF,Pancreatina,25ui - Não Especificado,313740,821998.8,LAI
4-02-20,DF,Pancreatina,25ui - Não Especificado,156870,410999.4,LAI
3-07-20,DF,Pancreatina,25ui - Não Especificado,199500,522690,LAI
18-09-20,DF,Pancreatina,25ui - Não Especificado,136140,382553.4,LAI
18-09-20,DF,Pancreatina,25ui - Não Especificado,136110,382469.1,LAI
29-03-20,DF,Risperidona,1mg - Comprimido/Cápsula,21900,1533,LAI
6-07-20,DF,Risperidona,1mg - Comprimido/Cápsula,600,42,LAI
6-07-20,DF,Risperidona,1mg - Comprimido/Cápsula,23400,1638,LAI
13-09-20,DF,Risperidona,1mg - Comprimido/Cápsula,26400,1848,LAI
13-09-20,DF,Risperidona,1mg - Comprimido/Cápsula,600,42,LAI
13-09-20,DF,Risperidona,1mg - Comprimido/Cápsula,1200,84,LAI
9-11-20,DF,Risperidona,1mg - Comprimido/Cápsula,28800,2016,LAI
8-11-20,DF,Risperidona,1mg - Comprimido/Cápsula,1200,84,LAI
20-03-20,DF,Risperidona,1mg - Comprimido/Cápsula,2100,147,LAI
22-03-20,DF,Risperidona,1mg - Comprimido/Cápsula,30600,2142,LAI
5-05-20,DF,Risperidona,1mg - Comprimido/Cápsula,2400,189.6,LAI
30-06-20,DF,Risperidona,1mg - Comprimido/Cápsula,3200,252.8,LAI
14-07-20,DF,Risperidona,1mg - Comprimido/Cápsula,30200,2385.8,LAI
20-10-20,DF,Risperidona,1mg - Comprimido/Cápsula,3600,284.4,LAI
1-11-20,DF,Risperidona,1mg - Comprimido/Cápsula,30000,2370,LAI
4-01-20,DF,Risperidona,1mg - Comprimido/Cápsula,5400,426.6,LAI
5-04-20,DF,Risperidona,1mg - Comprimido/Cápsula,10600,837.4,LAI
20-05-20,DF,Risperidona,1mg - Comprimido/Cápsula,38400,3072,LAI
18-06-20,DF,Risperidona,1mg - Comprimido/Cápsula,3600,288,LAI
2-08-20,DF,Risperidona,1mg - Comprimido/Cápsula,4500,360,LAI
19-09-20,DF,Risperidona,1mg - Comprimido/Cápsula,32700,2616,LAI
21-10-20,DF,Risperidona,1mg - Comprimido/Cápsula,5000,395,LAI
4-11-20,DF,Risperidona,1mg - Comprimido/Cápsula,36000,2844,LAI
30-12-20,DF,Risperidona,1mg - Comprimido/Cápsula,38600,3049.4,LAI
28-02-20,DF,Risperidona,1mg - Comprimido/Cápsula,5200,410.8,LAI
30-04-20,DF,Risperidona,1mg - Comprimido/Cápsula,34600,2733.4,LAI
29-01-20,DF,Risperidona,2mg - Comprimido/Cápsula,80820,6465.6,LAI
24-03-20,DF,Risperidona,2mg - Comprimido/Cápsula,75840,6067.2,LAI
21-07-20,DF,Risperidona,2mg - Comprimido/Cápsula,77730,6218.4,LAI
21-07-20,DF,Risperidona,2mg - Comprimido/Cápsula,2190,175.2,LAI
22-12-20,DF,Risperidona,2mg - Comprimido/Cápsula,80910,6472.8,LAI
19-05-20,DF,Risperidona,2mg - Comprimido/Cápsula,900,76.5,LAI
20-05-20,DF,Risperidona,2mg - Comprimido/Cápsula,2700,229.5,LAI
14-06-20,DF,Risperidona,2mg - Comprimido/Cápsula,78900,6706.5,LAI
13-09-20,DF,Risperidona,2mg - Comprimido/Cápsula,76200,6477,LAI
13-09-20,DF,Risperidona,2mg - Comprimido/Cápsula,3300,280.5,LAI
8-11-20,DF,Risperidona,2mg - Comprimido/Cápsula,3300,280.5,LAI
30-12-20,DF,Risperidona,2mg - Comprimido/Cápsula,74100,6298.5,LAI
28-02-20,DF,Risperidona,2mg - Comprimido/Cápsula,2400,204,LAI
8-03-20,DF,Risperidona,2mg - Comprimido/Cápsula,5100,433.5,LAI
23-03-20,DF,Risperidona,2mg - Comprimido/Cápsula,54600,4641,LAI
30-05-20,DF,Risperidona,2mg - Comprimido/Cápsula,3800,342,LAI
4-08-20,DF,Risperidona,2mg - Comprimido/Cápsula,4000,360,LAI
8-08-20,DF,Risperidona,2mg - Comprimido/Cápsula,53000,4770,LAI
7-11-20,DF,Risperidona,2mg - Comprimido/Cápsula,53200,4788,LAI
15-12-20,DF,Risperidona,2mg - Comprimido/Cápsula,3600,324,LAI
15-03-20,DF,Risperidona,2mg - Comprimido/Cápsula,52000,4680,LAI
15-03-20,DF,Risperidona,2mg - Comprimido/Cápsula,3800,342,LAI
8-07-20,DF,Risperidona,2mg - Comprimido/Cápsula,5200,468,LAI
2-10-20,DF,Risperidona,2mg - Comprimido/Cápsula,6000,540,LAI
2-10-20,DF,Risperidona,2mg - Comprimido/Cápsula,70000,6300,LAI
5-09-20,DF,Risperidona,2mg - Comprimido/Cápsula,6000,539.4,LAI
13-10-20,DF,Risperidona,2mg - Comprimido/Cápsula,65700,5906.43,LAI
20-09-20,DF,Risperidona,3mg - Comprimido/Cápsula,120,18.84,LAI
16-09-20,DF,Risperidona,3mg - Comprimido/Cápsula,12600,1978.2,LAI
23-12-20,DF,Risperidona,3mg - Comprimido/Cápsula,12900,1548,LAI
15-06-20,DF,Risperidona,3mg - Comprimido/Cápsula,13800,1656,LAI
3-10-20,DF,Risperidona,3mg - Comprimido/Cápsula,13200,1584,LAI
17-01-20,DF,Risperidona,3mg - Comprimido/Cápsula,13200,1584,LAI
2-03-20,DF,Risperidona,3mg - Comprimido/Cápsula,10800,1296,LAI
18-07-20,DF,Risperidona,3mg - Comprimido/Cápsula,14000,1806,LAI
2-10-20,DF,Risperidona,3mg - Comprimido/Cápsula,15000,1935,LAI
22-04-20,DF,Risperidona,3mg - Comprimido/Cápsula,26800,3457.2,LAI
19-09-20,DF,Risperidona,3mg - Comprimido/Cápsula,15400,1848,LAI
2-01-20,DF,Risperidona,3mg - Comprimido/Cápsula,16200,1944,LAI
27-03-20,DF,Risperidona,3mg - Comprimido/Cápsula,18400,2208,LAI
13-06-20,DF,Risperidona,3mg - Comprimido/Cápsula,20100,2474.31,LAI
8-10-20,DF,Risperidona,3mg - Comprimido/Cápsula,21000,2585.1,LAI
23-12-20,DF,Risperidona,1mg - Comprimido/Cápsula,70,923.3,LAI
12-04-20,DF,Risperidona,1mg - Comprimido/Cápsula,90,572.4,LAI
18-10-20,DF,Risperidona,1mg - Comprimido/Cápsula,200,1160,LAI
26-01-20,DF,Risperidona,1mg - Comprimido/Cápsula,80,508.8,LAI
26-01-20,DF,Risperidona,1mg - Comprimido/Cápsula,10,63.6,LAI
27-02-20,DF,Risperidona,1mg - Comprimido/Cápsula,10,63.6,LAI
27-02-20,DF,Risperidona,1mg - Comprimido/Cápsula,180,1144.8,LAI
1-08-20,DF,Risperidona,1mg - Comprimido/Cápsula,120,704.4,LAI
5-10-20,DF,Risperidona,1mg - Comprimido/Cápsula,140,821.8,LAI
11-10-20,DF,Risperidona,1mg - Comprimido/Cápsula,410,2406.7,LAI
9-01-20,DF,Risperidona,1mg - Comprimido/Cápsula,340,1995.8,LAI
19-03-20,DF,Risperidona,1mg - Comprimido/Cápsula,430,2524.1,LAI
25-04-20,DF,Risperidona,1mg - Comprimido/Cápsula,510,2993.7,LAI
18-07-20,DF,Risperidona,1mg - Comprimido/Cápsula,700,3430,LAI
4-11-20,DF,Risperidona,1mg - Comprimido/Cápsula,400,2348,LAI
3-12-20,DF,Risperidona,1mg - Comprimido/Cápsula,400,1960,LAI
9-12-20,DF,Risperidona,1mg - Comprimido/Cápsula,700,4109,LAI
17-03-20,DF,Risperidona,1mg - Comprimido/Cápsula,32,3839.68,LAI
9-07-20,DF,Risperidona,1mg - Comprimido/Cápsula,1190,5712,LAI
23-07-20,DF,Risperidona,1mg - Comprimido/Cápsula,32,3839.68,LAI
11-08-20,DF,Risperidona,1mg - Comprimido/Cápsula,1050,5040,LAI
3-10-20,DF,Risperidona,1mg - Comprimido/Cápsula,48,5759.52,LAI
10-10-20,DF,Risperidona,1mg - Comprimido/Cápsula,760,3648,LAI
3-02-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,6480,43027.2,LAI
19-02-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,21395,142062.8,LAI
27-05-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,6835,45384.4,LAI
28-07-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,10715,71147.6,LAI
19-08-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,5165,34295.6,LAI
27-05-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,10115,67770.5,LAI
27-05-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,5660,37922,LAI
29-08-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,10805,72393.5,LAI
31-08-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,5495,36816.5,LAI
7-10-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,16900,113230,LAI
10-10-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,7270,48709,LAI
16-02-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,7745,51117,LAI
16-02-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,17245,113817,LAI
30-06-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,16980,112068,LAI
11-07-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,7910,52206,LAI
28-09-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,17150,113190,LAI
28-12-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,3940,26004,LAI
25-06-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,7100,50978,LAI
8-07-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,22250,159755,LAI
8-08-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,4850,34823,LAI
27-09-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,23000,165140,LAI
4-12-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,8450,67600,LAI
27-12-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,24800,178064,LAI
30-06-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,6300,50400,LAI
30-06-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,31500,252000,LAI
4-08-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,6350,50800,LAI
27-08-20,DF,Sacarato De Hidroxido Ferrico,20mg/ml - Injetável,9100,72800,LAI
27-04-20,DF,Sacubitril Valsartana Sodica Hidratada,50mg - Não Especificado,18956,64260.84,LAI
28-06-20,DF,Sacubitril Valsartana Sodica Hidratada,50mg - Não Especificado,15680,58016,LAI
9-02-20,DF,Risperidona,3mg - Comprimido/Cápsula,10020,3106.2,LAI
10-05-20,DF,Risperidona,3mg - Comprimido/Cápsula,11310,3506.1,LAI
15-08-20,DF,Sacubitril Valsartana Sodica Hidratada,50mg - Não Especificado,19432,71898.4,LAI
22-11-20,DF,Sacubitril Valsartana Sodica Hidratada,50mg - Não Especificado,23884,88370.8,LAI
23-01-20,DF,Sacubitril Valsartana Sodica Hidratada,50mg - Não Especificado,29988,110955.6,LAI
12-03-20,DF,Sacubitril Valsartana Sodica Hidratada,50mg - Não Especificado,33040,122248,LAI
4-06-20,DF,Sacubitril Valsartana Sodica Hidratada,50mg - Não Especificado,35140,130018,LAI
27-08-20,DF,Sacubitril Valsartana Sodica Hidratada,50mg - Não Especificado,31640,126243.6,LAI
18-11-20,DF,Sacubitril Valsartana Sodica Hidratada,50mg - Não Especificado,9772,38990.28,LAI
18-11-20,DF,Sacubitril Valsartana Sodica Hidratada,50mg - Não Especificado,25200,100548,LAI
10-03-20,DF,Sacubitril Valsartana Sodica Hidratada,50mg - Não Especificado,23996,95744.04,LAI
6-05-20,DF,Sacubitril Valsartana Sodica Hidratada,50mg - Não Especificado,10276,41001.24,LAI
6-06-20,DF,Sacubitril Valsartana Sodica Hidratada,50mg - Não Especificado,38164,152656,LAI
29-07-20,DF,Sacubitril Valsartana Sodica Hidratada,50mg - Não Especificado,37548,150192,LAI
1-09-20,DF,Sacubitril Valsartana Sodica Hidratada,50mg - Não Especificado,44968,187516.56,LAI
19-01-20,DF,Sacubitril Valsartana Sodica Hidratada,100mg - Comprimido/Cápsula,2940,9466.8,LAI
23-02-20,DF,Sacubitril Valsartana Sodica Hidratada,100mg - Comprimido/Cápsula,2940,9466.8,LAI
7-04-20,DF,Sacubitril Valsartana Sodica Hidratada,100mg - Comprimido/Cápsula,4440,14296.8,LAI
2-06-20,DF,Sacubitril Valsartana Sodica Hidratada,100mg - Comprimido/Cápsula,6780,21831.6,LAI
2-06-20,DF,Sacubitril Valsartana Sodica Hidratada,100mg - Comprimido/Cápsula,240,772.8,LAI
20-07-20,DF,Sacubitril Valsartana Sodica Hidratada,100mg - Comprimido/Cápsula,6780,21831.6,LAI
20-07-20,DF,Sacubitril Valsartana Sodica Hidratada,100mg - Comprimido/Cápsula,360,1159.2,LAI
19-09-20,DF,Sacubitril Valsartana Sodica Hidratada,100mg - Comprimido/Cápsula,480,1545.6,LAI
19-09-20,DF,Sacubitril Valsartana Sodica Hidratada,100mg - Comprimido/Cápsula,15000,48300,LAI
12-01-20,DF,Sacubitril Valsartana Sodica Hidratada,100mg - Comprimido/Cápsula,14340,46174.8,LAI
27-04-20,DF,Sacubitril Valsartana Sodica Hidratada,100mg - Comprimido/Cápsula,720,2440.8,LAI
