"","Estado","Medicamento","Apresentacao","Data","Valor","Quantidade"
"1644","GO","Imunoglobulina Humana","5,0 g inj, fr",2023-07-12,2118569.26,2182
"1645","GO","Imunoglobulina Humana","5,0 g inj, fr",2023-08-08,2243029.8,2308
"1646","GO","Imunoglobulina Humana","5,0 g inj, fr",2023-08-16,1606584,1680
"1647","GO","Imunoglobulina Humana","5,0 g inj, fr",2023-09-22,3546675.99,3783
"1648","GO","Imunoglobulina Humana","5,0 g inj, fr",2023-12-18,4374562,4300
"1649","GO","Imunoglobulina Humana","5,0 g inj, fr",2024-03-13,1320099.11,1331
"1650","GO","Imunoglobulina Humana","5,0 g inj, fr",2024-03-13,516733.01,521
"1651","GO","Imunoglobulina Humana","5,0 g inj, fr",2024-03-21,3373257.84,3288
"1652","GO","Imunoglobulina Humana","5,0 g inj, fr",2024-07-02,2602102.27,2392
"1653","GO","Imunoglobulina Humana","5,0 g inj, fr",2024-08-14,1642215.6,1208
"1654","GO","Imunoglobulina Humana","5,0 g inj, fr",2024-10-03,334425.78,234
"1655","GO","Imunoglobulina Humana","5,0 g inj, fr",2024-10-03,121479.45,85
"1656","GO","Imunoglobulina Humana","5,0 g inj, fr",2024-10-03,437326.02,306
"1657","GO","Imunoglobulina Humana","5,0 g inj, fr",2024-10-15,402702.34,274
"1658","GO","Imunoglobulina Humana","5,0 g inj, fr",2024-11-06,4146025.8,2922
"1659","GO","Imunoglobulina Humana","5,0 g inj, fr",2024-11-27,407991.48,274
"1660","GO","Imunoglobulina Humana","5,0 g inj, fr",2024-12-26,744188.2,505
"1661","GO","Imunoglobulina Humana","5,0 g inj, fr",2025-01-10,3103574.54,2042
"1662","GO","Imunoglobulina Humana","5,0 g inj, fr",2025-01-13,382526.4,240
"1663","GO","Imunoglobulina Humana","5,0 g inj, fr",2025-01-29,1370392.8,980
"1664","GO","Imunoglobulina Humana","5,0 g inj, fr",2025-02-17,1249668.96,894
"1665","GO","Imunoglobulina Humana","5,0 g inj, fr",2025-03-07,481589.68,344
"1666","GO","Imunoglobulina Humana","5,0 g inj, fr",2025-04-09,1403500.28,962
"1667","GO","Imunoglobulina Humana","5,0 g inj, fr",2025-04-11,2191924.68,1452
"1668","GO","Imunoglobulina Humana","5,0 g inj, fr",2025-04-11,615912.72,408
"1669","GO","Imunoglobulina Humana","5,0 g inj, fr",2025-04-12,2426169.86,1678
"1670","GO","Imunoglobulina Humana","5,0 g inj, fr",2025-07-02,719145,500
"1671","GO","Imunoglobulina Humana","5,0 g inj, fr",2025-10-20,6233334.18,4343
"1672","GO","Imunoglobulina Humana","5,0 g inj, fr",2025-10-20,1230017.82,857
"1673","GO","Leuprorrelina","3,75mg inj, f/a",2021-12-03,337771.5,1650
"1674","GO","Leuprorrelina","3,75mg inj, f/a",2022-03-04,777898,3800
"1675","GO","Leuprorrelina","3,75mg inj, f/a",2022-05-27,11259.05,55
"1676","GO","Leuprorrelina","3,75mg inj, f/a",2022-05-27,888441.4,4340
"1677","GO","Leuprorrelina","3,75mg inj, f/a",2022-12-22,152286.16,724
"1678","GO","Leuprorrelina","3,75mg inj, f/a",2022-12-22,256825.14,1221
"1679","GO","Leuprorrelina","3,75mg inj, f/a",2022-12-22,137772.7,655
"1680","GO","Leuprorrelina","3,75mg inj, f/a",2023-02-16,378612,1800
"1681","GO","Leuprorrelina","3,75mg inj, f/a",2023-06-23,631020,3000
"1682","GO","Leuprorrelina","3,75mg inj, f/a",2024-03-26,249033.4,1133
"1683","GO","Leuprorrelina","3,75mg inj, f/a",2024-03-26,146606.6,667
"1684","GO","Leuprorrelina","3,75mg inj, f/a",2024-07-19,527520,2400
"1685","GO","Leuprorrelina","3,75mg inj, f/a",2021-07-02,432285,2300
"1686","GO","Leuprorrelina","3,75mg inj, f/a",2025-03-28,173964,700
"1687","GO","Leuprorrelina","3,75mg inj, f/a",2025-07-18,218697.6,880
"1688","GO","Leuprorrelina","3,75mg inj, f/a",2025-10-01,39514.68,159
"1689","GO","Leuprorrelina","3,75mg inj, f/a",2025-10-01,248520,1000
"1690","GO","Leuprorrelina","3,75mg inj, f/a",2025-11-04,10189.32,41
"1691","GO","Leuprorrelina","11,25mg inj, f/a",2021-07-06,411596.5,350
"1692","GO","Leuprorrelina","11,25mg inj, f/a",2021-08-09,94079.2,80
"1693","GO","Leuprorrelina","11,25mg inj, f/a",2021-08-09,44687.62,38
"1694","GO","Leuprorrelina","11,25mg inj, f/a",2021-08-09,84671.28,72
"1695","GO","Leuprorrelina","11,25mg inj, f/a",2021-08-09,211678.2,180
"1696","GO","Leuprorrelina","45mg inj, seringa preenchida",2023-06-06,100800,80
"1697","GO","Leuprorrelina","45mg inj, seringa preenchida",2023-08-22,176400,140
"1698","GO","Leuprorrelina","45mg inj, seringa preenchida",2023-08-22,17640,14
"1699","GO","Leuprorrelina","45mg inj, seringa preenchida",2023-12-08,126000,100
"1700","GO","Leuprorrelina","45mg inj, seringa preenchida",2024-03-25,642600,510
"1701","GO","Leuprorrelina","45mg inj, seringa preenchida",2024-04-03,37800,30
"1702","GO","Leuprorrelina","45mg inj, seringa preenchida",2025-05-08,504000,400
"1703","GO","Leuprorrelina","45mg inj, seringa preenchida",2025-06-26,239400,190
"1704","GO","Leuprorrelina","45mg inj, seringa preenchida",2025-10-10,241920,192
"1705","GO","Leuprorrelina","45mg inj, seringa preenchida",2025-02-27,112500,90
"1706","GO","Leuprorrelina","45mg inj, seringa preenchida",2025-03-27,2500,2
"1707","GO","Leuprorrelina","45mg inj, seringa preenchida",2025-03-27,110000,88
"1708","GO","Leuprorrelina","45mg inj, seringa preenchida",2022-10-11,76741.8,60
"1709","GO","Leuprorrelina","45mg inj, seringa preenchida",2023-03-24,76741.8,60
"1710","GO","Mepolizumabe","100mg/ml solução injetáveletavel",2025-10-07,682704.71,337
"1711","GO","Mepolizumabe","100mg/ml solução injetáveletavel",2025-10-07,709040.5,350
"1712","GO","Mepolizumabe","100mg/ml solução injetáveletavel",2025-10-14,26335.79,13
"1713","GO","Mepolizumabe","100mg/ml solução injetáveletavel",2023-06-19,355258.01,200
"1714","GO","Mepolizumabe","100mg/ml solução injetáveletavel",2023-06-21,1776290,1000
"1715","GO","Mepolizumabe","100mg/ml solução injetáveletavel",2023-12-21,1065774,600
"1716","GO","Mepolizumabe","100mg/ml solução injetáveletavel",2024-03-21,2131548,1200
"1717","GO","Mepolizumabe","100mg/ml solução injetáveletavel",2024-10-09,2564163.91,1367
"1718","GO","Mepolizumabe","100mg/ml solução injetáveletavel",2024-10-09,249476.09,133
"1719","GO","Mepolizumabe","100mg/ml solução injetáveletavel",2025-02-18,1623096,800
"1720","GO","Mepolizumabe","100mg/ml solução injetáveletavel",2025-04-22,2840418,1400
"1721","GO","Mepolizumabe","100mg/ml solução injetáveletavel",2025-04-22,202887,100
"1722","GO","Mepolizumabe","100mg/ml solução injetáveletavel",2025-06-10,2536087.5,1250
"1723","GO","Mepolizumabe","100mg/ml solução injetáveletavel",2022-05-03,22500,15
"1724","GO","Mepolizumabe","100mg/ml solução injetáveletavel",2022-06-01,75000,50
"1725","GO","Mepolizumabe","100mg/ml solução injetáveletavel",2022-08-05,105000,70
"1726","GO","Mepolizumabe","100mg/ml solução injetáveletavel",2022-10-07,300000,200
"1727","GO","Mepolizumabe","100mg/ml solução injetáveletavel",2022-12-20,600000,400
"1728","GO","Octreotida","10mg inj, f/a",2023-03-22,37273.68,12
"1729","GO","Octreotida","10mg inj, f/a",2021-08-20,125904.48,48
"1730","GO","Octreotida","10mg inj, f/a",2022-08-05,31476.12,12
"1731","GO","Omalizumabe","150mg, solução injetavel",2022-06-10,1409170,1000
"1732","GO","Omalizumabe","150mg, solução injetavel",2022-08-19,1395078.3,990
"1733","GO","Omalizumabe","150mg, solução injetavel",2023-03-23,868298.45,577
"1734","GO","Omalizumabe","150mg, solução injetavel",2023-05-12,868298.45,577
"1735","GO","Omalizumabe","150mg, solução injetavel",2023-05-12,866793.6,576
"1736","GO","Omalizumabe","150mg, solução injetavel",2023-08-24,1251555,750
"1737","GO","Omalizumabe","150mg, solução injetavel",2023-10-05,1251555,750
"1738","GO","Omalizumabe","150mg, solução injetavel",2024-03-26,1850299.5,1050
"1739","GO","Omalizumabe","150mg, solução injetavel",2024-03-26,1850299.5,1050
"1740","GO","Omalizumabe","150mg, solução injetavel",2024-07-26,3524380,2000
"1741","GO","Omalizumabe","150mg, solução injetavel",2024-10-29,451120.64,256
"1742","GO","Omalizumabe","150mg, solução injetavel",2025-07-04,1104888.6,1620
"1743","GO","Omalizumabe","150mg, solução injetavel",2025-09-12,750233,1100
"1744","GO","Omalizumabe","150mg, solução injetavel",2025-09-12,136406,200
"1745","GO","Omalizumabe","150mg, solução injetavel",2025-09-26,1159451,1700
"1746","GO","Pancreatina","10 000 ui, cápsula",2021-07-28,74880,72000
"1747","GO","Pancreatina","10 000 ui, cápsula",2023-01-24,103320,84000
"1748","GO","Pancreatina","10 000 ui, cápsula",2023-06-01,100737,81900
"1749","GO","Pancreatina","10 000 ui, cápsula",2024-08-07,39000,30000
"1750","GO","Pancreatina","10 000 ui, cápsula",2024-11-08,58500,45000
"1751","GO","Pancreatina","10 000 ui, cápsula",2021-07-21,77250,75000
"1752","GO","Pancreatina","10 000 ui, cápsula",2021-07-21,79320.3,77010
"1753","GO","Pancreatina","10 000 ui, cápsula",2025-06-30,129792,99840
"1754","GO","Pancreatina","25 000 ui, cápsula",2021-08-10,658350,315000
"1755","GO","Pancreatina","25 000 ui, cápsula",2022-03-14,36240.6,17340
"1756","GO","Pancreatina","25 000 ui, cápsula",2022-03-14,243401.4,116460
"1757","GO","Pancreatina","25 000 ui, cápsula",2022-07-29,119506.2,57180
"1758","GO","Pancreatina","25 000 ui, cápsula",2023-01-24,281232,113400
"1759","GO","Pancreatina","25 000 ui, cápsula",2023-04-05,427204.8,172260
"1760","GO","Pancreatina","25 000 ui, cápsula",2023-08-17,458006.4,184680
"1761","GO","Pancreatina","25 000 ui, cápsula",2024-07-17,193.8,60
"1762","GO","Pancreatina","25 000 ui, cápsula",2024-07-17,126163.8,39060
"1763","GO","Pancreatina","25 000 ui, cápsula",2024-07-17,428879.4,132780
"1764","GO","Pancreatina","25 000 ui, cápsula",2024-07-17,471903,146100
"1765","GO","Pancreatina","25 000 ui, cápsula",2024-08-28,193.8,60
"1766","GO","Pancreatina","25 000 ui, cápsula",2024-08-28,126163.8,39060
"1767","GO","Pancreatina","25 000 ui, cápsula",2024-08-28,428879.4,132780
"1768","GO","Pancreatina","25 000 ui, cápsula",2024-08-28,471903,146100
"1769","GO","Pancreatina","25 000 ui, cápsula",2024-09-06,110747.4,42270
"1770","GO","Pancreatina","25 000 ui, cápsula",2025-01-24,314400,120000
"1771","GO","Pancreatina","25 000 ui, cápsula",2025-03-31,491400,180000
"1772","GO","Pancreatina","25 000 ui, cápsula",2025-06-04,368550,135000
"1773","GO","Pancreatina","25 000 ui, cápsula",2025-09-19,737100,270000
"1774","GO","Pancreatina","25 000 ui, cápsula",2025-10-22,166994.1,61170
"1775","GO","Pancreatina","25 000 ui, cápsula",2025-10-22,95085.9,34830
"1776","GO","Penicilamina","250mg cápsula",2025-02-06,143500,5000
"1777","GO","Acido Ursodesoxicolico","150mg, comprimido",2023-01-13,699.6,330
"1778","GO","Acido Ursodesoxicolico","150mg, comprimido",2021-08-20,3108,1200
"1779","GO","Acido Ursodesoxicolico","150mg, comprimido",2023-03-22,16020,9000
"1780","GO","Acido Ursodesoxicolico","150mg, comprimido",2023-12-07,6408,3600
"1781","GO","Acido Ursodesoxicolico","150mg, comprimido",2024-07-03,2772,2100
"1782","GO","Selexipague","1600 mcg, comprimido",2025-02-07,287712,2160
"1783","GO","Risperidona","2mg, comprimido",2022-05-10,36990,411000
"1784","GO","Risperidona","2mg, comprimido",2022-05-10,14310,159000
"1785","GO","Risperidona","2mg, comprimido",2022-11-07,30780,342000
"1786","GO","Risperidona","2mg, comprimido",2023-02-10,13832.1,153690
"1787","GO","Risperidona","2mg, comprimido",2023-02-16,8016.3,89070
"1788","GO","Risperidona","2mg, comprimido",2023-02-16,3510,39000
"1789","GO","Risperidona","2mg, comprimido",2023-11-27,4876.2,54180
"1790","GO","Risperidona","2mg, comprimido",2024-06-14,32400,360000
"1791","GO","Risperidona","2mg, comprimido",2024-12-11,16200,180000
"1792","GO","Risperidona","2mg, comprimido",2025-03-25,7038,78200
"1793","GO","Risperidona","2mg, comprimido",2025-03-25,3762,41800
"1794","GO","Risperidona","2mg, comprimido",2025-03-25,21600,240000
"1795","GO","Risperidona","2mg, comprimido",2025-04-22,8100,90000
"1796","GO","Risperidona","2mg, comprimido",2021-03-19,1080,10800
"1797","GO","Risperidona","2mg, comprimido",2021-03-19,630,6300
"1798","GO","Risperidona","2mg, comprimido",2021-03-19,17010,170100
"1799","GO","Risperidona","2mg, comprimido",2021-03-23,10980,109800
"1800","GO","Risperidona","2mg, comprimido",2021-03-23,16800,168000
"1801","GO","Risperidona","2mg, comprimido",2021-03-23,6720,67200
"1802","GO","Risperidona","2mg, comprimido",2021-07-29,5160,51600
"1803","GO","Risperidona","2mg, comprimido",2021-07-29,1080,10800
"1804","GO","Risperidona","2mg, comprimido",2021-07-29,16110,161100
"1805","GO","Risperidona","2mg, comprimido",2021-07-29,16290,162900
"1806","GO","Risperidona","2mg, comprimido",2021-07-29,12360,123600
"1807","GO","Risperidona","2mg, comprimido",2025-04-22,4428,49200
"1808","GO","Risperidona","2mg, comprimido",2025-04-22,4428,49200
"1809","GO","Risperidona","2mg, comprimido",2025-04-22,6048,67200
"1810","GO","Risperidona","2mg, comprimido",2025-04-22,6048,67200
"1811","GO","Risperidona","2mg, comprimido",2025-04-22,1260,14000
"1812","GO","Risperidona","2mg, comprimido",2025-04-22,1260,14000
"1813","GO","Risperidona","2mg, comprimido",2023-09-05,11664,129600
"1814","GO","Risperidona","2mg, comprimido",2023-09-05,12960,144000
"1815","GO","Risperidona","2mg, comprimido",2023-09-05,13635,151500
"1816","GO","Risperidona","2mg, comprimido",2023-09-05,6480,72000
"1817","GO","Risperidona","2mg, comprimido",2024-03-27,9072,100800
"1818","GO","Risperidona","2mg, comprimido",2024-03-27,783,8700
"1819","GO","Risperidona","2mg, comprimido",2024-03-27,3888,43200
"1820","GO","Risperidona","2mg, comprimido",2024-03-27,12960,144000
"1821","GO","Risperidona","2mg, comprimido",2024-04-04,11718,130200
"1822","GO","Risperidona","2mg, comprimido",2024-04-04,999,11100
"1823","GO","Risperidona","2mg, comprimido",2024-04-04,9072,100800
"1824","GO","Risperidona","2mg, comprimido",2024-04-04,108,1200
"1825","GO","Risperidona","2mg, comprimido",2021-03-05,1110,11100
"1826","GO","Risperidona","2mg, comprimido",2021-03-05,14010,140100
"1827","GO","Risperidona","2mg, comprimido",2025-08-05,39.6,360
"1828","GO","Risperidona","2mg, comprimido",2025-08-05,13.2,120
"1829","GO","Risperidona","2mg, comprimido",2025-08-05,36907.2,335520
"1830","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2024-02-20,8214,2220
"1831","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2024-02-20,185814,50220
"1832","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2024-02-20,220668,59640
"1833","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2024-02-20,138750,37500
"1834","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2024-04-18,823664.48,255000
"1835","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2024-08-12,958147.2,296640
"1836","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2024-09-25,163954.8,50760
"1837","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2024-09-25,129458.4,40080
"1838","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2024-09-25,387.6,120
"1839","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2025-01-03,829020,246000
"1840","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2025-04-07,208872.6,61980
"1841","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2025-04-07,417947.4,124020
"1842","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2025-06-26,134058.6,39780
"1843","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2025-06-26,728931,216300
"1844","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2025-09-26,480022.8,142440
"1845","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2021-03-30,14040,4320
"1846","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2021-07-27,11340,3600
"1847","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2021-09-08,114840,36000
"1848","GO","Rivastigmina Sol. Oral","2mg/ml, fr",2021-07-30,4050,45
"1849","GO","Sacarato de Hidroxido  Ferrico","100mg inj, amp",2023-02-08,77798.8,13460
"1850","GO","Sacarato de Hidroxido  Ferrico","100mg inj, amp",2023-02-08,95601.2,16540
"1851","GO","Sacarato de Hidroxido  Ferrico","100mg inj, amp",2023-06-29,370468,52400
"1852","GO","Sacarato de Hidroxido  Ferrico","100mg inj, amp",2024-03-06,4206.65,595
"1853","GO","Sacarato de Hidroxido  Ferrico","100mg inj, amp",2024-03-06,128143.75,18125
"1854","GO","Sacarato de Hidroxido  Ferrico","100mg inj, amp",2024-06-04,165438,23400
"1855","GO","Sacarato de Hidroxido  Ferrico","100mg inj, amp",2025-06-25,162970,21500
"1856","GO","Sacarato de Hidroxido  Ferrico","100mg inj, amp",2025-09-29,117490,15500
"1857","GO","Sacarato de Hidroxido  Ferrico","100mg inj, amp",2025-02-03,66774,9300
"1858","GO","Sacarato de Hidroxido  Ferrico","100mg inj, amp",2025-05-27,179500,25000
"1859","GO","Sacarato de Hidroxido  Ferrico","100mg inj, amp",2025-05-27,179500,25000
"1860","GO","Sacarato de Hidroxido  Ferrico","100mg inj, amp",2021-08-16,107850,15000
"1861","GO","Sacarato de Hidroxido  Ferrico","100mg inj, amp",2022-07-01,438.35,55
"1862","GO","Sacarato de Hidroxido  Ferrico","100mg inj, amp",2022-07-01,398.5,50
"1863","GO","Sacarato de Hidroxido  Ferrico","100mg inj, amp",2022-07-01,159.4,20
"1864","GO","Sacarato de Hidroxido  Ferrico","100mg inj, amp",2022-07-01,79.7,10
"1865","GO","Sacarato de Hidroxido  Ferrico","100mg inj, amp",2022-07-01,797,100
"1866","GO","Sacarato de Hidroxido  Ferrico","100mg inj, amp",2022-07-01,956.4,120
"1867","GO","Sacarato de Hidroxido  Ferrico","100mg inj, amp",2022-07-01,797,100
"1868","GO","Sacarato de Hidroxido  Ferrico","100mg inj, amp",2022-07-07,62803.6,7880
"1869","GO","Sacarato de Hidroxido  Ferrico","100mg inj, amp",2022-07-07,172670.05,21665
"1870","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2021-11-18,126898.2,39780
"1871","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2021-12-10,151588.8,47520
"1872","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2022-02-22,253796.4,79560
"1873","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2022-08-10,376483.8,118020
"1874","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2022-11-17,170748,50220
"1875","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2022-11-17,188292,55380
"1876","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2023-02-16,462672,136080
"1877","GO","Sacubitril Valsartana Sodica Hidratada","200mg, comprimido",2023-03-23,408000,120000
"1878","GO","Eltrombopague Olamina","25mg, comprimido",2023-06-16,9130.8,84
"1879","GO","Eltrombopague Olamina","25mg, comprimido",2023-06-16,541760.8,4984
"1880","GO","Eltrombopague Olamina","25mg, comprimido",2023-07-12,1284399.2,11816
"1881","GO","Eltrombopague Olamina","25mg, comprimido",2024-02-29,1521800,14000
"1882","GO","Eltrombopague Olamina","25mg, comprimido",2024-08-06,2293707.36,20496
"1883","GO","Eltrombopague Olamina","25mg, comprimido",2024-11-29,808437.84,7224
"1884","GO","Eltrombopague Olamina","25mg, comprimido",2025-03-20,2099468.51,18760
"1885","GO","Eltrombopague Olamina","25mg, comprimido",2025-08-14,1473570,12600
"1886","GO","Eltrombopague Olamina","25mg, comprimido",2025-10-28,2233277.2,19096
"1887","GO","Eltrombopague Olamina","25mg, comprimido",2021-02-19,1051507.8,10710
"1888","GO","Eltrombopague Olamina","25mg, comprimido",2021-04-19,632279.2,6440
"1889","GO","Eltrombopague Olamina","25mg, comprimido",2021-08-17,1179338.16,12012
"1890","GO","Eltrombopague Olamina","25mg, comprimido",2022-05-02,1318297.12,12404
"1891","GO","Eltrombopague Olamina","25mg, comprimido",2022-08-30,1487920,14000
"1892","GO","Eltrombopague Olamina","25mg, comprimido",2023-03-02,937389.6,8820
"1893","GO","Eltrombopague Olamina","25mg, comprimido",2023-04-05,937389.6,8820
"1894","GO","Acido Ursodesoxicolico","300mg, comprimido",2024-08-26,11700,9000
"1895","GO","Acido Ursodesoxicolico","300mg, comprimido",2024-10-03,9048,6960
"1896","GO","Acido Ursodesoxicolico","300mg, comprimido",2024-10-10,34632,26640
"1897","GO","Acido Ursodesoxicolico","300mg, comprimido",2025-03-05,44538,34260
"1898","GO","Acido Ursodesoxicolico","300mg, comprimido",2025-04-28,70200,54000
"1899","GO","Acido Ursodesoxicolico","300mg, comprimido",2025-04-28,66300,51000
"1900","GO","Acido Ursodesoxicolico","300mg, comprimido",2025-04-28,70200,54000
"1901","GO","Acido Ursodesoxicolico","300mg, comprimido",2025-09-24,64800,54000
"1902","GO","Acido Ursodesoxicolico","300mg, comprimido",2022-05-16,20588.4,5160
"1903","GO","Acido Ursodesoxicolico","300mg, comprimido",2022-05-16,67630.5,16950
"1904","GO","Acido Ursodesoxicolico","300mg, comprimido",2022-05-16,316008,79200
"1905","GO","Acido Ursodesoxicolico","300mg, comprimido",2022-08-23,219649.5,55050
"1906","GO","Acido Ursodesoxicolico","300mg, comprimido",2023-03-20,115815.6,54630
"1907","GO","Acido Ursodesoxicolico","300mg, comprimido",2023-08-01,55459.2,26160
"1908","GO","Acido Ursodesoxicolico","300mg, comprimido",2023-08-01,61946.4,29220
"1909","GO","Acido Ursodesoxicolico","300mg, comprimido",2023-12-21,95400,45000
"1910","GO","Acido Ursodesoxicolico","300mg, comprimido",2024-06-27,24750,15000
"1911","GO","Acido Ursodesoxicolico","300mg, comprimido",2024-07-03,8712,5280
"1912","GO","Acido Ursodesoxicolico","300mg, comprimido",2024-07-31,3316.5,2010
"1913","GO","Acido Ursodesoxicolico","300mg, comprimido",2024-07-31,58311,35340
"1914","GO","Acido Ursodesoxicolico","300mg, comprimido",2024-07-31,36580.5,22170
"1915","GO","Acido Ursodesoxicolico","300mg, comprimido",2021-05-11,154810.5,33150
"1916","GO","Acido Ursodesoxicolico","300mg, comprimido",2021-08-20,350250,75000
"1917","GO","Acido Ursodesoxicolico","300mg, comprimido",2023-03-13,87577.2,41310
"1918","GO","Acido Ursodesoxicolico","300mg, comprimido",2023-03-13,63727.2,30060
"1919","GO","Acido Ursodesoxicolico","300mg, comprimido",2025-09-02,86781.6,63810
"1920","GO","Acido Ursodesoxicolico","300mg, comprimido",2025-09-02,1060.8,780
"1921","GO","Acido Ursodesoxicolico","300mg, comprimido",2025-09-11,9424.8,6930
"1922","GO","Selexipague","400 mcg, comprimido",2025-02-20,143856,1080
"1923","GO","Selegilina","5mg, comprimido",2021-07-06,2958.5,3050
"1924","GO","Selegilina","5mg, comprimido",2021-07-06,18866.5,19450
"1925","GO","Selegilina","5mg, comprimido",2022-07-25,13433,13300
"1926","GO","Ciproterona","50mg, comprimido",2025-08-29,9450,3000
"1927","GO","Ciproterona","50mg, comprimido",2022-05-30,6901.2,4860
"1928","GO","Ciproterona","50mg, comprimido",2022-12-09,3550,2500
"1929","GO","Selexipague","200 mcg, comprimido",2025-02-07,143856,1080
"1930","GO","Selexipague","200 mcg, comprimido",2025-02-20,799200,6000
"1931","GO","Ciproterona","50mg, comprimido",2023-08-11,4400,2000
"1932","GO","Selexipague","600 mcg, comprimido",2025-02-07,143856,1080
"1933","GO","Ciproterona","50mg, comprimido",2024-05-14,836,380
"1934","GO","Ciproterona","50mg, comprimido",2024-05-14,3564,1620
"1935","GO","Selexipague","1000 mcg (por comprimido)",2025-02-07,95904,720
"1936","GO","Ciproterona","50mg, comprimido",2024-07-26,1760,800
"1937","GO","Eltrombopague Olamina","50mg, comprimido",2023-06-16,1260166.32,5796
"1938","GO","Eltrombopague Olamina","50mg, comprimido",2023-07-12,980129.36,4508
"1939","GO","Triptorrelina","11,25mg inj, f/a",2025-09-18,430521,390
"1940","GO","Triptorrelina","11,25mg inj, f/a",2025-09-18,11039,10
"1941","GO","Triptorrelina","11,25mg inj, f/a",2025-10-31,408443,370
"1942","GO","Triptorrelina","11,25mg inj, f/a",2023-06-06,490500,450
"1943","GO","Triptorrelina","11,25mg inj, f/a",2023-07-28,1362500,1250
"1944","GO","Triptorrelina","11,25mg inj, f/a",2024-03-01,1090000,1000
"1945","GO","Triptorrelina","11,25mg inj, f/a",2022-05-18,561860.4,380
"1946","GO","Triptorrelina","11,25mg inj, f/a",2022-10-04,901933.8,610
"1947","GO","Triptorrelina","11,25mg inj, f/a",2022-10-14,371123.58,251
"1948","GO","Triptorrelina","11,25mg inj, f/a",2022-10-14,368166.42,249
"1949","GO","Triptorrelina","11,25mg inj, f/a",2023-03-02,399216.6,270
"1950","GO","Triptorrelina","11,25mg inj, f/a",2024-09-26,43928,40
"1951","GO","Triptorrelina","11,25mg inj, f/a",2024-10-02,296514,270
"1952","GO","Triptorrelina","11,25mg inj, f/a",2024-10-02,329460,300
"1953","GO","Triptorrelina","11,25mg inj, f/a",2025-03-27,289924.8,264
"1954","GO","Triptorrelina","11,25mg inj, f/a",2025-03-27,373388,340
"1955","GO","Triptorrelina","11,25mg inj, f/a",2025-03-27,105427.2,96
"1956","GO","Triptorrelina","22,5mg inj, f/a",2023-03-21,260000,100
"1957","GO","Triptorrelina","22,5mg inj, f/a",2025-09-18,166999.8,60
"1958","GO","Triptorrelina","22,5mg inj, f/a",2024-09-05,115200,48
"1959","GO","Triptorrelina","22,5mg inj, f/a",2025-01-31,168000,70
"1960","GO","Triptorrelina","22,5mg inj, f/a",2025-03-13,72000,30
"1961","GO","Eltrombopague Olamina","50mg, comprimido",2023-07-12,980129.36,4508
"1962","GO","Eltrombopague Olamina","50mg, comprimido",2023-07-12,980129.36,4508
"1963","GO","Eltrombopague Olamina","50mg, comprimido",2023-11-27,3004309.56,13818
"1964","GO","Eltrombopague Olamina","50mg, comprimido",2024-02-29,1671090.12,7686
"1965","GO","Eltrombopague Olamina","50mg, comprimido",2024-02-29,4255344.24,19572
"1966","GO","Eltrombopague Olamina","50mg, comprimido",2024-02-29,283080.84,1302
"1967","GO","Eltrombopague Olamina","50mg, comprimido",2024-08-06,3337603.5,14910
"1968","GO","Eltrombopague Olamina","50mg, comprimido",2024-08-06,3976919.1,17766
"1969","GO","Eltrombopague Olamina","50mg, comprimido",2024-11-29,1823929.8,8148
"1970","GO","Eltrombopague Olamina","50mg, comprimido",2024-11-29,460683.3,2058
"1971","GO","Eltrombopague Olamina","50mg, comprimido",2024-12-02,316523.9,1414
"1972","GO","Eltrombopague Olamina","50mg, comprimido",2025-03-11,7079480.1,31626
"1973","GO","Eltrombopague Olamina","50mg, comprimido",2025-07-22,2993240.32,12796
"1974","GO","Eltrombopague Olamina","50mg, comprimido",2025-10-28,5999580.16,25648
