"","Estado","Medicamento","Apresentacao","Data","Valor","Quantidade"
"3052","SP","Control Acitretina","10mg comprimido revestido, oral",2021-02-12,162,100
"3053","SP","Control Acitretina","10mg comprimido revestido, oral",2021-06-08,162,100
"3054","SP","Control Acitretina","25mg comprimido revestido, oral",2021-06-10,428,200
"3055","SP","Control Acitretina","25mg comprimido revestido, oral",2021-04-08,287402,134300
"3056","SP","Control Acitretina","25mg comprimido revestido, oral",2021-08-12,58636,27400
"3057","SP","Control Acitretina","25mg comprimido revestido, oral",2021-11-24,61418,28700
"3058","SP","Control Acitretina","25mg comprimido revestido, oral",2021-11-24,87526,40900
"3059","SP","Control Acitretina","25mg comprimido revestido, oral",2021-11-24,87526,40900
"3060","SP","Control Acitretina","25mg comprimido revestido, oral",2021-12-30,28248,13200
"3061","SP","Control Acitretina","10mg comprimido revestido, oral",2022-07-04,263750,211000
"3062","SP","Control Acitretina","10mg comprimido revestido, oral",2022-08-16,26750,21400
"3063","SP","Control Acitretina","10mg comprimido revestido, oral",2022-10-27,168875,135100
"3064","SP","Control Acitretina","10mg comprimido revestido, oral",2022-11-18,126750,101400
"3065","SP","Control Acitretina","10mg comprimido revestido, oral",2022-01-18,162,100
"3066","SP","Control Acitretina","10mg comprimido revestido, oral",2022-05-25,125,100
"3067","SP","Control Acitretina","10mg comprimido revestido, oral",2022-09-20,125,100
"3068","SP","Control Acitretina","10mg comprimido revestido, oral",2022-12-09,125,100
"3069","SP","Control Acitretina","10mg comprimido revestido, oral",2022-01-31,162,100
"3070","SP","Control Acitretina","10mg comprimido revestido, oral",2022-06-07,125,100
"3071","SP","Control Acitretina","10mg comprimido revestido, oral",2022-01-19,324,200
"3072","SP","Control Acitretina","10mg comprimido revestido, oral",2022-06-10,125,100
"3073","SP","Control Acitretina","10mg comprimido revestido, oral",2022-07-11,375,300
"3074","SP","Control Acitretina","10mg comprimido revestido, oral",2022-09-14,375,300
"3075","SP","Control Acitretina","25mg comprimido revestido, oral",2022-03-11,428,200
"3076","SP","Control Acitretina","25mg comprimido revestido, oral",2022-02-18,1926,900
"3077","SP","Control Acitretina","25mg comprimido revestido, oral",2022-02-18,428,200
"3078","SP","Control Acitretina","25mg comprimido revestido, oral",2022-09-19,229668.6,25690
"3079","SP","Control Acitretina","25mg comprimido revestido, oral",2022-12-16,4425,500
"3080","SP","Control Acitretina","25mg comprimido revestido, oral",2022-12-16,2655,300
"3081","SP","Control Acitretina","25mg comprimido revestido, oral",2022-12-16,178800,20000
"3082","SP","Control Acitretina","25mg comprimido revestido, oral",2022-04-01,745,100
"3083","SP","Control Acitretina","25mg comprimido revestido, oral",2022-11-11,745,100
"3084","SP","Control Acitretina","10mg comprimido revestido, oral",2024-03-18,386316,262800
"3085","SP","Control Acitretina","10mg comprimido revestido, oral",2024-04-10,178311,121300
"3086","SP","Control Acitretina","10mg comprimido revestido, oral",2024-09-10,972183,264900
"3087","SP","Control Acitretina","10mg comprimido revestido, oral",2024-04-09,147,100
"3088","SP","Control Acitretina","10mg comprimido revestido, oral",2024-04-18,441,300
"3089","SP","Control Acitretina","25mg comprimido revestido, oral",2024-03-28,760,100
"3090","SP","Control Acitretina","25mg comprimido revestido, oral",2024-03-18,114760,15100
"3091","SP","Control Acitretina","25mg comprimido revestido, oral",2024-04-10,131480,17300
"3092","SP","Control Acitretina","25mg comprimido revestido, oral",2024-04-10,1520,200
"3093","SP","Control Acitretina","25mg comprimido revestido, oral",2024-04-10,760,100
"3094","SP","Control Acitretina","25mg comprimido revestido, oral",2024-09-10,596148,60400
"3095","SP","Control Acitretina","25mg comprimido revestido, oral",2024-12-13,147356,18700
"3096","SP","Control Acitretina","25mg comprimido revestido, oral",2024-12-27,7092,900
"3097","SP","Control Acitretina","25mg comprimido revestido, oral",2024-12-31,449160,57000
"3098","SP","Control Acitretina","10mg comprimido revestido, oral",2025-02-24,444266.1,290370
"3099","SP","Control Acitretina","10mg comprimido revestido, oral",2025-09-04,320290.2,209340
"3100","SP","Control Acitretina","25mg comprimido revestido, oral",2025-09-22,788,100
"3101","SP","Control Acitretina","25mg comprimido revestido, oral",2025-02-24,37824,4800
"3102","SP","Control Acitretina","25mg comprimido revestido, oral",2025-06-09,275012,34900
"3103","SP","Control Acitretina","25mg comprimido revestido, oral",2025-09-04,367208,46600
"3104","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-03-16,3099.6,540
"3105","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-08-12,3375,540
"3106","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-07-08,55.89,810
"3107","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-08-18,39.33,570
"3108","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-02-03,0,0
"3109","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-02-17,82.8,1200
"3110","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-07-01,82.8,1200
"3111","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-08-05,82.8,1200
"3112","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-04-14,138.69,2010
"3113","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-07-29,138.69,2010
"3114","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-09-02,138.69,2010
"3115","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-12-03,140.7,2010
"3116","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-02-19,70.38,1020
"3117","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-06-24,649.98,9420
"3118","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-02-04,343.62,4980
"3119","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-05-27,111.78,1620
"3120","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-09-15,109.71,1590
"3121","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-02-11,505.08,7320
"3122","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-06-04,1150.92,16680
"3123","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-07-12,14.49,210
"3124","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-09-10,1132.29,16410
"3125","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-12-02,169.74,2460
"3126","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-02-09,345.69,5010
"3127","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-04-22,1035,15000
"3128","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-08-20,966.69,14010
"3129","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-03-11,103.5,1500
"3130","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-09-24,82.8,1200
"3131","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-03-16,62.1,900
"3132","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-12-14,84,1200
"3133","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-03-18,828,12000
"3134","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-05-21,828,12000
"3135","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-09-23,1242,18000
"3136","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-05-20,275.31,3990
"3137","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-08-20,207,3000
"3138","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-06-21,1035,15000
"3139","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-08-16,159.39,2310
"3140","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-08-06,277.38,4020
"3141","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-11-24,0,0
"3142","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-11-26,281.4,4020
"3143","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-03-04,414,6000
"3144","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-08-12,828,12000
"3145","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-11-26,1050,15000
"3146","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-02-15,356.04,5160
"3147","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-03-31,606.51,8790
"3148","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-05-27,498.87,7230
"3149","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-08-02,322.92,4680
"3150","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-11-29,630,9000
"3151","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-03-02,63849.15,925350
"3152","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-04-16,885.96,12840
"3153","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-04-16,97.29,1410
"3154","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-08-12,165105.27,2392830
"3155","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-09-09,890.1,12900
"3156","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-09-09,74.52,1080
"3157","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-11-22,464.1,6630
"3158","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-11-22,42,600
"3159","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-11-24,18660.6,266580
"3160","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-11-24,92511.3,1321590
"3161","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-11-24,92511.3,1321590
"3162","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-12-30,20197.8,288540
"3163","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-05-03,331.2,4800
"3164","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-07-20,414,6000
"3165","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-02-04,155.25,2250
"3166","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-06-10,100.05,1450
"3167","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-08-03,223.56,3240
"3168","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-12-20,98.8,760
"3169","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-07-15,86.4,900
"3170","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-08-12,115.2,1200
"3171","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-09-24,152.64,1590
"3172","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-02-08,96,800
"3173","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-03-30,120,1000
"3174","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-07-28,82.8,1200
"3175","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-06-01,480,4000
"3176","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-11-03,1193.4,10200
"3177","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-07-06,210,500
"3178","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-02-15,1449,21000
"3179","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-02-16,1449,21000
"3180","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-03-04,2070,30000
"3181","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-03-05,2761.38,40020
"3182","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-03-17,3589.38,52020
"3183","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-03-22,1724.31,24990
"3184","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-04-27,4036.5,58500
"3185","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-04-29,828,12000
"3186","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-05-13,2070,30000
"3187","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-06-17,689.31,9990
"3188","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-06-18,11340,162000
"3189","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-07-14,2763.45,40050
"3190","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-07-28,2484,36000
"3191","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-08-27,2070,30000
"3192","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-09-20,3442.41,49890
"3193","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-09-20,8400,120000
"3194","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-09-23,3142.26,45540
"3195","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-10-18,5390.7,77010
"3196","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-10-22,840,12000
"3197","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-11-26,5670,81000
"3198","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-11-29,1398.6,19980
"3199","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-12-13,1050,15000
"3200","SP","Control Risperidona","2mg, comprimido revestido, oral",2021-07-01,132.48,1920
"3201","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-06-14,47.61,690
"3202","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-07-20,86.94,1260
"3203","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-08-17,43.47,630
"3204","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-07-08,24.84,360
"3205","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-12-30,92.4,1320
"3206","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-02-19,64.17,930
"3207","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-06-11,130.41,1890
"3208","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-02-19,68.31,990
"3209","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-03-25,286.1,200
"3210","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-06-24,45.54,660
"3211","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-12-16,21,300
"3212","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-04-14,41.4,600
"3213","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-09-02,62.1,900
"3214","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-02-19,35.19,510
"3215","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-06-24,20.7,300
"3216","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-02-11,62.1,900
"3217","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-06-04,41.4,600
"3218","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-09-10,180.09,2610
"3219","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-02-09,345.69,5010
"3220","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-04-22,70.38,1020
"3221","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-08-20,138.69,2010
"3222","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-12-01,6.3,90
"3223","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-12-14,35.7,510
"3224","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-04-01,511.29,7410
"3225","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-06-08,414,6000
"3226","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-09-20,840,6000
"3227","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-12-29,525,7500
"3228","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-09-23,82.8,1200
"3229","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-05-24,275.31,3990
"3230","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-08-27,207,3000
"3231","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-12-09,280,4000
"3232","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-03-30,20.7,300
"3233","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-08-06,41.4,600
"3234","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-11-24,0,0
"3235","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-11-26,21,300
"3236","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-02-15,99.36,1440
"3237","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-03-31,260.82,3780
"3238","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-05-27,244.26,3540
"3239","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-08-02,182.16,2640
"3240","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-11-29,350.7,5010
"3241","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-03-02,81371.7,1179300
"3242","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-05-10,1495.8,540
"3243","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-07-21,2440,800
"3244","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-08-12,83394.09,1208610
"3245","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-09-09,1213.02,17580
"3246","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-09-09,84.87,1230
"3247","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-11-22,842.1,12030
"3248","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-11-22,56.7,810
"3249","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-11-24,7331.1,104730
"3250","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-11-24,34219.5,488850
"3251","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-11-24,34219.5,488850
"3252","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-12-30,22686.3,324090
"3253","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-08-30,223.56,3240
"3254","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-09-17,162,1800
"3255","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-02-08,28,200
"3256","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-03-30,56,400
"3257","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-08-12,109.71,1590
"3258","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-11-03,415.8,4200
"3259","SP","Control Risperidona","1mg, comprimido revestido, oral",2021-07-01,163.53,2370
"3260","SP","Control Risperidona","3mg, comprimido revestido, oral",2021-12-07,103.68,960
"3261","SP","Control Risperidona","3mg, comprimido revestido, oral",2021-08-05,93.96,870
"3262","SP","Control Risperidona","3mg, comprimido revestido, oral",2021-04-16,38.88,360
"3263","SP","Control Risperidona","3mg, comprimido revestido, oral",2021-11-25,32.4,300
"3264","SP","Control Risperidona","3mg, comprimido revestido, oral",2021-03-24,32.4,300
"3265","SP","Control Risperidona","3mg, comprimido revestido, oral",2021-03-24,16.2,150
"3266","SP","Control Risperidona","3mg, comprimido revestido, oral",2021-03-02,66449.16,615270
"3267","SP","Control Risperidona","3mg, comprimido revestido, oral",2021-02-26,460.08,4260
"3268","SP","Control Risperidona","3mg, comprimido revestido, oral",2021-02-26,12.96,120
"3269","SP","Control Risperidona","3mg, comprimido revestido, oral",2021-04-16,346.68,3210
"3270","SP","Control Risperidona","3mg, comprimido revestido, oral",2021-08-12,13718.16,127020
"3271","SP","Control Risperidona","3mg, comprimido revestido, oral",2021-10-05,255.96,2370
"3272","SP","Control Risperidona","3mg, comprimido revestido, oral",2021-10-05,9.72,90
"3273","SP","Control Risperidona","3mg, comprimido revestido, oral",2021-10-18,1001.16,9270
"3274","SP","Control Risperidona","3mg, comprimido revestido, oral",2021-10-27,12367.08,114510
"3275","SP","Control Risperidona","3mg, comprimido revestido, oral",2021-11-23,12367.08,114510
"3276","SP","Control Risperidona","3mg, comprimido revestido, oral",2021-11-24,12367.08,114510
"3277","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-06-14,472.68,100
"3278","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-08-18,430,100
"3279","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-12-30,3870,900
"3280","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-12-29,258,60
"3281","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-12-30,86,20
"3282","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-04-14,472.68,100
"3283","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-05-13,19553.4,180
"3284","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-02-23,472.68,100
"3285","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-09-28,129,30
"3286","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-03-02,121006.08,25600
"3287","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-04-16,1418.04,300
"3288","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-04-16,472.68,100
"3289","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-06-24,118642.68,25100
"3290","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-09-09,602,140
"3291","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-09-09,215,50
"3292","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-11-24,14663,3410
"3293","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-03-01,945.36,200
"3294","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-03-23,936,200
"3295","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-12-13,468,100
"3296","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-10-07,473,110
"3297","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-02-16,472.68,100
"3298","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-12-30,43,10
"3299","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-03-01,2363.4,500
"3300","SP","Control Risperidona","1mg/ml, sol oral, frasco oral",2021-03-01,472.68,100
"3301","SP","Control Risperidona","37,5mg,po liof inj,fa+dil 2ml, sp+sis aplic, im",2021-04-09,9328.68,12
"3302","SP","Control Risperidona","37,5mg,po liof inj,fa+dil 2ml, sp+sis aplic, im",2021-12-30,22167.36,24
"3303","SP","Control Risperidona","25mg,po liof inj,fa+dil 2 ml,sp+sis.aplic, im",2021-10-27,8036.88,12
"3304","SP","Control Risperidona","0,5mg, comprimido revestido, oral",2021-09-15,1020.6,540
"3305","SP","Control Risperidona","0,5mg, comprimido revestido, oral",2021-12-17,1530.9,810
"3306","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-03-09,88.7,1260
"3307","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-02-09,139.39,1980
"3308","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-04-26,105.6,1500
"3309","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-11-30,101.38,1440
"3310","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-06-23,33.79,480
"3311","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-06-13,12.67,180
"3312","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-07-24,12.67,180
"3313","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-02-09,14.78,210
"3314","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-02-03,50.69,720
"3315","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-02-08,84.48,1200
"3316","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-03-16,14.78,210
"3317","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-06-01,71.81,1020
"3318","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-09-01,52.8,750
"3319","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-10-19,420,2100
"3320","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-02-01,285.12,4050
"3321","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-03-09,190.08,2700
"3322","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-04-03,253.44,3600
"3323","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-07-07,316.8,4500
"3324","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-09-13,63.36,900
"3325","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-09-27,158.4,2250
"3326","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-10-24,132,600
"3327","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-12-07,180,1200
"3328","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-12-11,480,3000
"3329","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-03-10,316.8,4500
"3330","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-05-26,141.5,2010
"3331","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-08-25,422.4,6000
"3332","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-11-30,325.25,4620
"3333","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-02-09,139.39,1980
"3334","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-08-17,177.41,2520
"3335","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-11-06,141.5,2010
"3336","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-02-17,428.38,6084.9
"3337","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-04-06,838.46,11910
"3338","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-09-29,534.34,7590
"3339","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-11-06,337.92,4800
"3340","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-03-24,986.3,14010
"3341","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-08-02,422.4,6000
"3342","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-11-16,887.04,12600
"3343","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-10-26,50.69,720
"3344","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-07-20,73.92,1050
"3345","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-07-05,126.72,1800
"3346","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-10-19,211.2,3000
"3347","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-07-31,105.6,1500
"3348","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-09-01,176,2500
"3349","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-02-02,147.84,2100
"3350","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-09-28,168.96,2400
"3351","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-06-23,844.8,12000
"3352","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-09-21,1267.2,18000
"3353","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-09-21,0,0
"3354","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-03-14,350.59,4980
"3355","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-10-31,139.39,1980
"3356","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-05-23,561.79,7980
"3357","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-10-19,211.2,3000
"3358","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-06-01,306.24,4350
"3359","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-06-07,0,0
"3360","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-06-16,42.24,600
"3361","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-02-17,422.4,6000
"3362","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-03-09,302.02,4290
"3363","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-04-05,120.38,1710
"3364","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-05-15,221.76,3150
"3365","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-07-27,658.94,9360
"3366","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-11-07,1689.6,24000
"3367","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-04-06,669.5,9510
"3368","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-04-25,226488.77,3217170
"3369","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-09-26,585226.75,8312880
"3370","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-11-01,1123.58,15960
"3371","SP","Control Risperidona","2mg, comprimido revestido, oral",2023-11-30,197431.87,2804430
