"","Ano","Estado","Medicamento","Apresentacao","Valor","LAI","PNCP"
"1",2020,"RO","Deferiprona","500mg - Comprimido/Cápsula",3224,NA,NA
"2",2020,"AC","Deferiprona","500mg - Comprimido/Cápsula",0,NA,NA
"3",2020,"AM","Deferiprona","500mg - Comprimido/Cápsula",0,NA,NA
"4",2020,"RR","Deferiprona","500mg - Comprimido/Cápsula",0,NA,NA
"5",2020,"PA","Deferiprona","500mg - Comprimido/Cápsula",0,NA,NA
"6",2020,"AP","Deferiprona","500mg - Comprimido/Cápsula",0,NA,NA
"7",2020,"TO","Deferiprona","500mg - Comprimido/Cápsula",0,NA,NA
"8",2020,"MA","Deferiprona","500mg - Comprimido/Cápsula",2418,NA,NA
"9",2020,"PI","Deferiprona","500mg - Comprimido/Cápsula",0,NA,NA
"10",2020,"CE","Deferiprona","500mg - Comprimido/Cápsula",0,NA,NA
"11",2020,"RN","Deferiprona","500mg - Comprimido/Cápsula",0,NA,NA
"12",2020,"PB","Deferiprona","500mg - Comprimido/Cápsula",20956,NA,NA
"13",2020,"PE","Deferiprona","500mg - Comprimido/Cápsula",249457,NA,NA
"14",2020,"AL","Deferiprona","500mg - Comprimido/Cápsula",0,NA,NA
"15",2020,"SE","Deferiprona","500mg - Comprimido/Cápsula",0,NA,NA
"16",2020,"BA","Deferiprona","500mg - Comprimido/Cápsula",0,NA,NA
"17",2020,"MG","Deferiprona","500mg - Comprimido/Cápsula",201500,NA,NA
"18",2020,"ES","Deferiprona","500mg - Comprimido/Cápsula",30466.8,NA,NA
"19",2020,"RJ","Deferiprona","500mg - Comprimido/Cápsula",62706.8,NA,NA
"20",2020,"SP","Deferiprona","500mg - Comprimido/Cápsula",3095281.8,NA,NA
"21",2020,"PR","Deferiprona","500mg - Comprimido/Cápsula",626697.24,NA,NA
"22",2020,"SC","Deferiprona","500mg - Comprimido/Cápsula",75764,NA,NA
"23",2020,"RS","Deferiprona","500mg - Comprimido/Cápsula",26356.2,NA,NA
"24",2020,"MS","Deferiprona","500mg - Comprimido/Cápsula",0,NA,NA
"25",2020,"MT","Deferiprona","500mg - Comprimido/Cápsula",0,NA,NA
"26",2020,"GO","Deferiprona","500mg - Comprimido/Cápsula",88660,NA,NA
"27",2020,"DF","Deferiprona","500mg - Comprimido/Cápsula",0,NA,NA
"28",2020,"RO","Desferroxamina","500mg - Injetável",0,NA,NA
"29",2020,"AC","Desferroxamina","500mg - Injetável",0,NA,NA
"30",2020,"AM","Desferroxamina","500mg - Injetável",0,NA,NA
"31",2020,"RR","Desferroxamina","500mg - Injetável",0,NA,NA
"32",2020,"PA","Desferroxamina","500mg - Injetável",2455.7,NA,NA
"33",2020,"AP","Desferroxamina","500mg - Injetável",0,NA,NA
"34",2020,"TO","Desferroxamina","500mg - Injetável",0,NA,NA
"35",2020,"MA","Desferroxamina","500mg - Injetável",14186.39,NA,NA
"36",2020,"PI","Desferroxamina","500mg - Injetável",0,NA,NA
"37",2020,"CE","Desferroxamina","500mg - Injetável",0,NA,NA
"38",2020,"RN","Desferroxamina","500mg - Injetável",0,NA,NA
"39",2020,"PB","Desferroxamina","500mg - Injetável",0,NA,NA
"40",2020,"PE","Desferroxamina","500mg - Injetável",3230.19,NA,NA
"41",2020,"AL","Desferroxamina","500mg - Injetável",0,NA,NA
"42",2020,"SE","Desferroxamina","500mg - Injetável",0,NA,NA
"43",2020,"BA","Desferroxamina","500mg - Injetável",4136.91,NA,NA
"44",2020,"MG","Desferroxamina","500mg - Injetável",61128.04,NA,NA
"45",2020,"ES","Desferroxamina","500mg - Injetável",3910.23,NA,NA
"46",2020,"RJ","Desferroxamina","500mg - Injetável",0,NA,NA
"47",2020,"SP","Desferroxamina","500mg - Injetável",584702.17,NA,NA
"48",2020,"PR","Desferroxamina","500mg - Injetável",168139.89,NA,NA
"49",2020,"SC","Desferroxamina","500mg - Injetável",17983.28,NA,NA
"50",2020,"RS","Desferroxamina","500mg - Injetável",868.94,NA,NA
"51",2020,"MS","Desferroxamina","500mg - Injetável",0,NA,NA
"52",2020,"MT","Desferroxamina","500mg - Injetável",0,NA,NA
"53",2020,"GO","Desferroxamina","500mg - Injetável",13034.1,NA,NA
"54",2020,"DF","Desferroxamina","500mg - Injetável",1133.4,NA,NA
"55",2020,"RO","Bromocriptina","2.5mg - Comprimido/Cápsula",0,NA,NA
"56",2020,"AC","Bromocriptina","2.5mg - Comprimido/Cápsula",0,NA,NA
"57",2020,"AM","Bromocriptina","2.5mg - Comprimido/Cápsula",0,NA,NA
"58",2020,"RR","Bromocriptina","2.5mg - Comprimido/Cápsula",0,NA,NA
"59",2020,"PA","Bromocriptina","2.5mg - Comprimido/Cápsula",0,NA,NA
"60",2020,"AP","Bromocriptina","2.5mg - Comprimido/Cápsula",0,NA,NA
"61",2020,"TO","Bromocriptina","2.5mg - Comprimido/Cápsula",0,NA,NA
"62",2020,"MA","Bromocriptina","2.5mg - Comprimido/Cápsula",0,NA,NA
"63",2020,"PI","Bromocriptina","2.5mg - Comprimido/Cápsula",0,NA,NA
"64",2020,"CE","Bromocriptina","2.5mg - Comprimido/Cápsula",0,NA,NA
"65",2020,"RN","Bromocriptina","2.5mg - Comprimido/Cápsula",0,NA,NA
"66",2020,"PB","Bromocriptina","2.5mg - Comprimido/Cápsula",0,NA,NA
"67",2020,"PE","Bromocriptina","2.5mg - Comprimido/Cápsula",2528.3,NA,NA
"68",2020,"AL","Bromocriptina","2.5mg - Comprimido/Cápsula",0,NA,NA
"69",2020,"SE","Bromocriptina","2.5mg - Comprimido/Cápsula",0,NA,NA
"70",2020,"BA","Bromocriptina","2.5mg - Comprimido/Cápsula",540.4,NA,NA
"71",2020,"MG","Bromocriptina","2.5mg - Comprimido/Cápsula",28857.36,NA,NA
"72",2020,"ES","Bromocriptina","2.5mg - Comprimido/Cápsula",13450.17,NA,NA
"73",2020,"RJ","Bromocriptina","2.5mg - Comprimido/Cápsula",0,NA,NA
"74",2020,"SP","Bromocriptina","2.5mg - Comprimido/Cápsula",1839.29,NA,NA
"75",2020,"PR","Bromocriptina","2.5mg - Comprimido/Cápsula",9661.58,NA,NA
"76",2020,"SC","Bromocriptina","2.5mg - Comprimido/Cápsula",968.86,NA,NA
"77",2020,"RS","Bromocriptina","2.5mg - Comprimido/Cápsula",0,NA,NA
"78",2020,"MS","Bromocriptina","2.5mg - Comprimido/Cápsula",1339.42,NA,NA
"79",2020,"MT","Bromocriptina","2.5mg - Comprimido/Cápsula",0,NA,NA
"80",2020,"GO","Bromocriptina","2.5mg - Comprimido/Cápsula",0,NA,NA
"81",2020,"DF","Bromocriptina","2.5mg - Comprimido/Cápsula",0,NA,NA
"82",2020,"RO","Triexifenidil","5mg - Comprimido/Cápsula",0,NA,NA
"83",2020,"AC","Triexifenidil","5mg - Comprimido/Cápsula",0,NA,NA
"84",2020,"AM","Triexifenidil","5mg - Comprimido/Cápsula",0,NA,NA
"85",2020,"RR","Triexifenidil","5mg - Comprimido/Cápsula",0,NA,NA
"86",2020,"PA","Triexifenidil","5mg - Comprimido/Cápsula",0,NA,NA
"87",2020,"AP","Triexifenidil","5mg - Comprimido/Cápsula",0,NA,NA
"88",2020,"TO","Triexifenidil","5mg - Comprimido/Cápsula",0,NA,NA
"89",2020,"MA","Triexifenidil","5mg - Comprimido/Cápsula",0,NA,NA
"90",2020,"PI","Triexifenidil","5mg - Comprimido/Cápsula",0,NA,NA
"91",2020,"CE","Triexifenidil","5mg - Comprimido/Cápsula",0,NA,NA
"92",2020,"RN","Triexifenidil","5mg - Comprimido/Cápsula",0,NA,NA
"93",2020,"PB","Triexifenidil","5mg - Comprimido/Cápsula",0,NA,NA
"94",2020,"PE","Triexifenidil","5mg - Comprimido/Cápsula",30,NA,NA
"95",2020,"AL","Triexifenidil","5mg - Comprimido/Cápsula",0,NA,NA
"96",2020,"SE","Triexifenidil","5mg - Comprimido/Cápsula",0,NA,NA
"97",2020,"BA","Triexifenidil","5mg - Comprimido/Cápsula",0,NA,NA
"98",2020,"MG","Triexifenidil","5mg - Comprimido/Cápsula",570.6,NA,NA
"99",2020,"ES","Triexifenidil","5mg - Comprimido/Cápsula",0,NA,NA
"100",2020,"RJ","Triexifenidil","5mg - Comprimido/Cápsula",0,NA,NA
"101",2020,"SP","Triexifenidil","5mg - Comprimido/Cápsula",3462,NA,NA
"102",2020,"PR","Triexifenidil","5mg - Comprimido/Cápsula",1165.2,NA,NA
"103",2020,"SC","Triexifenidil","5mg - Comprimido/Cápsula",0,NA,NA
"104",2020,"RS","Triexifenidil","5mg - Comprimido/Cápsula",983.4,NA,NA
"105",2020,"MS","Triexifenidil","5mg - Comprimido/Cápsula",18,NA,NA
"106",2020,"MT","Triexifenidil","5mg - Comprimido/Cápsula",132,NA,NA
"107",2020,"GO","Triexifenidil","5mg - Comprimido/Cápsula",0,NA,NA
"108",2020,"DF","Triexifenidil","5mg - Comprimido/Cápsula",0,NA,NA
"109",2020,"RO","Gosserrelina","3.6mg - Injetável",14334.45,NA,NA
"110",2020,"AC","Gosserrelina","3.6mg - Injetável",5880.8,NA,NA
"111",2020,"AM","Gosserrelina","3.6mg - Injetável",0,NA,NA
"112",2020,"RR","Gosserrelina","3.6mg - Injetável",10291.4,NA,NA
"113",2020,"PA","Gosserrelina","3.6mg - Injetável",0,NA,NA
"114",2020,"AP","Gosserrelina","3.6mg - Injetável",3675.5,NA,NA
"115",2020,"TO","Gosserrelina","3.6mg - Injetável",16172.2,NA,NA
"116",2020,"MA","Gosserrelina","3.6mg - Injetável",98870.95,NA,NA
"117",2020,"PI","Gosserrelina","3.6mg - Injetável",42268.25,NA,NA
"118",2020,"CE","Gosserrelina","3.6mg - Injetável",156576.3,NA,NA
"119",2020,"RN","Gosserrelina","3.6mg - Injetável",4410.6,NA,NA
"120",2020,"PB","Gosserrelina","3.6mg - Injetável",91519.95,NA,NA
"121",2020,"PE","Gosserrelina","3.6mg - Injetável",1837.75,NA,NA
"122",2020,"AL","Gosserrelina","3.6mg - Injetável",100708.7,NA,NA
"123",2020,"SE","Gosserrelina","3.6mg - Injetável",44473.55,NA,NA
"124",2020,"BA","Gosserrelina","3.6mg - Injetável",223837.95,NA,NA
"125",2020,"MG","Gosserrelina","3.6mg - Injetável",165765.05,NA,NA
"126",2020,"ES","Gosserrelina","3.6mg - Injetável",14334.45,NA,NA
"127",2020,"RJ","Gosserrelina","3.6mg - Injetável",319768.5,NA,NA
"128",2020,"SP","Gosserrelina","3.6mg - Injetável",1809816.2,NA,NA
"129",2020,"PR","Gosserrelina","3.6mg - Injetável",671881.4,NA,NA
"130",2020,"SC","Gosserrelina","3.6mg - Injetável",28668.9,NA,NA
"131",2020,"RS","Gosserrelina","3.6mg - Injetável",27198.7,NA,NA
"132",2020,"MS","Gosserrelina","3.6mg - Injetável",38225.2,NA,NA
"133",2020,"MT","Gosserrelina","3.6mg - Injetável",27933.8,NA,NA
"134",2020,"GO","Gosserrelina","3.6mg - Injetável",21317.9,NA,NA
"135",2020,"DF","Gosserrelina","3.6mg - Injetável",367.55,NA,NA
"136",2020,"RO","Gosserrelina","10.8mg - Injetável",1934,NA,NA
"137",2020,"AC","Gosserrelina","10.8mg - Injetável",967,NA,NA
"138",2020,"AM","Gosserrelina","10.8mg - Injetável",454490,NA,NA
"139",2020,"RR","Gosserrelina","10.8mg - Injetável",4835,NA,NA
"140",2020,"PA","Gosserrelina","10.8mg - Injetável",117007,NA,NA
"141",2020,"AP","Gosserrelina","10.8mg - Injetável",6769,NA,NA
"142",2020,"TO","Gosserrelina","10.8mg - Injetável",0,NA,NA
"143",2020,"MA","Gosserrelina","10.8mg - Injetável",162456,NA,NA
"144",2020,"PI","Gosserrelina","10.8mg - Injetável",242717,NA,NA
"145",2020,"CE","Gosserrelina","10.8mg - Injetável",305572,NA,NA
"146",2020,"RN","Gosserrelina","10.8mg - Injetável",800676,NA,NA
"147",2020,"PB","Gosserrelina","10.8mg - Injetável",1020185,NA,NA
"148",2020,"PE","Gosserrelina","10.8mg - Injetável",24175,NA,NA
"149",2020,"AL","Gosserrelina","10.8mg - Injetável",96700,NA,NA
"150",2020,"SE","Gosserrelina","10.8mg - Injetável",371328,NA,NA
"151",2020,"BA","Gosserrelina","10.8mg - Injetável",652725,NA,NA
"152",2020,"MG","Gosserrelina","10.8mg - Injetável",455457,NA,NA
"153",2020,"ES","Gosserrelina","10.8mg - Injetável",590837,NA,NA
"154",2020,"RJ","Gosserrelina","10.8mg - Injetável",197268,NA,NA
"155",2020,"SP","Gosserrelina","10.8mg - Injetável",7663475,NA,NA
"156",2020,"PR","Gosserrelina","10.8mg - Injetável",404206,NA,NA
"157",2020,"SC","Gosserrelina","10.8mg - Injetável",76393,NA,NA
"158",2020,"RS","Gosserrelina","10.8mg - Injetável",167291,NA,NA
"159",2020,"MS","Gosserrelina","10.8mg - Injetável",29010,NA,NA
"160",2020,"MT","Gosserrelina","10.8mg - Injetável",64789,NA,NA
"161",2020,"GO","Gosserrelina","10.8mg - Injetável",128611,NA,NA
"162",2020,"DF","Gosserrelina","10.8mg - Injetável",56086,NA,NA
"163",2020,"RO","Leuprorrelina","3.75mg - Injetável",29763.28,NA,NA
"164",2020,"AC","Leuprorrelina","3.75mg - Injetável",149586.14,NA,NA
"165",2020,"AM","Leuprorrelina","3.75mg - Injetável",349205.38,NA,NA
"166",2020,"RR","Leuprorrelina","3.75mg - Injetável",5644.76,NA,NA
"167",2020,"PA","Leuprorrelina","3.75mg - Injetável",326113.18,NA,NA
"168",2020,"AP","Leuprorrelina","3.75mg - Injetável",0,NA,NA
"169",2020,"TO","Leuprorrelina","3.75mg - Injetável",267099.78,NA,NA
"170",2020,"MA","Leuprorrelina","3.75mg - Injetável",871089.1,NA,NA
"171",2020,"PI","Leuprorrelina","3.75mg - Injetável",64145,NA,NA
"172",2020,"CE","Leuprorrelina","3.75mg - Injetável",554982.54,NA,NA
"173",2020,"RN","Leuprorrelina","3.75mg - Injetável",0,NA,NA
"174",2020,"PB","Leuprorrelina","3.75mg - Injetável",1031195.02,NA,NA
"175",2020,"PE","Leuprorrelina","3.75mg - Injetável",745878.06,NA,NA
"176",2020,"AL","Leuprorrelina","3.75mg - Injetável",598087.98,NA,NA
"177",2020,"SE","Leuprorrelina","3.75mg - Injetável",511620.52,NA,NA
"178",2020,"BA","Leuprorrelina","3.75mg - Injetável",308922.32,NA,NA
"179",2020,"MG","Leuprorrelina","3.75mg - Injetável",1586690.72,NA,NA
"180",2020,"ES","Leuprorrelina","3.75mg - Injetável",781542.68,NA,NA
"181",2020,"RJ","Leuprorrelina","3.75mg - Injetável",760759.7,NA,NA
"182",2020,"SP","Leuprorrelina","3.75mg - Injetável",6117380.36,NA,NA
"183",2020,"PR","Leuprorrelina","3.75mg - Injetável",3514376.26,NA,NA
"184",2020,"SC","Leuprorrelina","3.75mg - Injetável",400008.22,NA,NA
"185",2020,"RS","Leuprorrelina","3.75mg - Injetável",842608.72,NA,NA
"186",2020,"MS","Leuprorrelina","3.75mg - Injetável",556522.02,NA,NA
"187",2020,"MT","Leuprorrelina","3.75mg - Injetável",125724.2,NA,NA
"188",2020,"GO","Leuprorrelina","3.75mg - Injetável",1204899.68,NA,NA
"189",2020,"DF","Leuprorrelina","3.75mg - Injetável",0,NA,NA
"190",2020,"RO","Leuprorrelina","11.25mg - Injetável",0,NA,NA
"191",2020,"AC","Leuprorrelina","11.25mg - Injetável",0,NA,NA
"192",2020,"AM","Leuprorrelina","11.25mg - Injetável",235366.32,NA,NA
"193",2020,"RR","Leuprorrelina","11.25mg - Injetável",0,NA,NA
"194",2020,"PA","Leuprorrelina","11.25mg - Injetável",0,NA,NA
"195",2020,"AP","Leuprorrelina","11.25mg - Injetável",112465.68,NA,NA
"196",2020,"TO","Leuprorrelina","11.25mg - Injetável",0,NA,NA
"197",2020,"MA","Leuprorrelina","11.25mg - Injetável",889290.48,NA,NA
"198",2020,"PI","Leuprorrelina","11.25mg - Injetável",313048.8,NA,NA
"199",2020,"CE","Leuprorrelina","11.25mg - Injetável",2772221.04,NA,NA
"200",2020,"RN","Leuprorrelina","11.25mg - Injetável",0,NA,NA
"201",2020,"PB","Leuprorrelina","11.25mg - Injetável",617981.52,NA,NA
"202",2020,"PE","Leuprorrelina","11.25mg - Injetável",0,NA,NA
"203",2020,"AL","Leuprorrelina","11.25mg - Injetável",2318.88,NA,NA
"204",2020,"SE","Leuprorrelina","11.25mg - Injetável",0,NA,NA
"205",2020,"BA","Leuprorrelina","11.25mg - Injetável",503196.96,NA,NA
"206",2020,"MG","Leuprorrelina","11.25mg - Injetável",561168.96,NA,NA
"207",2020,"ES","Leuprorrelina","11.25mg - Injetável",1082916.96,NA,NA
"208",2020,"RJ","Leuprorrelina","11.25mg - Injetável",0,NA,NA
"209",2020,"SP","Leuprorrelina","11.25mg - Injetável",22729661.76,NA,NA
"210",2020,"PR","Leuprorrelina","11.25mg - Injetável",7994338.8,NA,NA
"211",2020,"SC","Leuprorrelina","11.25mg - Injetável",2677146.96,NA,NA
"212",2020,"RS","Leuprorrelina","11.25mg - Injetável",1006393.92,NA,NA
"213",2020,"MS","Leuprorrelina","11.25mg - Injetável",1231325.28,NA,NA
"214",2020,"MT","Leuprorrelina","11.25mg - Injetável",121741.2,NA,NA
"215",2020,"GO","Leuprorrelina","11.25mg - Injetável",751317.12,NA,NA
"216",2020,"DF","Leuprorrelina","11.25mg - Injetável",0,NA,NA
"217",2020,"RO","Triptorrelina","3.75mg - Injetável",126617.14,NA,NA
"218",2020,"AC","Triptorrelina","3.75mg - Injetável",1402.96,NA,NA
"219",2020,"AM","Triptorrelina","3.75mg - Injetável",0,NA,NA
"220",2020,"RR","Triptorrelina","3.75mg - Injetável",0,NA,NA
"221",2020,"PA","Triptorrelina","3.75mg - Injetável",40685.84,NA,NA
"222",2020,"AP","Triptorrelina","3.75mg - Injetável",0,NA,NA
"223",2020,"TO","Triptorrelina","3.75mg - Injetável",0,NA,NA
"224",2020,"MA","Triptorrelina","3.75mg - Injetável",0,NA,NA
"225",2020,"PI","Triptorrelina","3.75mg - Injetável",0,NA,NA
"226",2020,"CE","Triptorrelina","3.75mg - Injetável",485774.9,NA,NA
"227",2020,"RN","Triptorrelina","3.75mg - Injetável",2447814.46,NA,NA
"228",2020,"PB","Triptorrelina","3.75mg - Injetável",8768.5,NA,NA
"229",2020,"PE","Triptorrelina","3.75mg - Injetável",0,NA,NA
"230",2020,"AL","Triptorrelina","3.75mg - Injetável",0,NA,NA
"231",2020,"SE","Triptorrelina","3.75mg - Injetável",0,NA,NA
"232",2020,"BA","Triptorrelina","3.75mg - Injetável",0,NA,NA
"233",2020,"MG","Triptorrelina","3.75mg - Injetável",350.74,NA,NA
"234",2020,"ES","Triptorrelina","3.75mg - Injetável",1052.22,NA,NA
"235",2020,"RJ","Triptorrelina","3.75mg - Injetável",0,NA,NA
"236",2020,"SP","Triptorrelina","3.75mg - Injetável",316367.48,NA,NA
"237",2020,"PR","Triptorrelina","3.75mg - Injetável",315315.26,NA,NA
"238",2020,"SC","Triptorrelina","3.75mg - Injetável",46999.16,NA,NA
"239",2020,"RS","Triptorrelina","3.75mg - Injetável",75759.84,NA,NA
"240",2020,"MS","Triptorrelina","3.75mg - Injetável",0,NA,NA
"241",2020,"MT","Triptorrelina","3.75mg - Injetável",20342.92,NA,NA
"242",2020,"GO","Triptorrelina","3.75mg - Injetável",0,NA,NA
"243",2020,"DF","Triptorrelina","3.75mg - Injetável",1109741.36,NA,NA
"244",2020,"RO","Triptorrelina","11.25mg - Injetável",332279.92,NA,NA
"245",2020,"AC","Triptorrelina","11.25mg - Injetável",0,NA,NA
"246",2020,"AM","Triptorrelina","11.25mg - Injetável",0,NA,NA
"247",2020,"RR","Triptorrelina","11.25mg - Injetável",0,NA,NA
"248",2020,"PA","Triptorrelina","11.25mg - Injetável",0,NA,NA
"249",2020,"AP","Triptorrelina","11.25mg - Injetável",50780.32,NA,NA
"250",2020,"TO","Triptorrelina","11.25mg - Injetável",0,NA,NA
"251",2020,"MA","Triptorrelina","11.25mg - Injetável",0,NA,NA
"252",2020,"PI","Triptorrelina","11.25mg - Injetável",0,NA,NA
"253",2020,"CE","Triptorrelina","11.25mg - Injetável",882032.08,NA,NA
"254",2020,"RN","Triptorrelina","11.25mg - Injetável",0,NA,NA
"255",2020,"PB","Triptorrelina","11.25mg - Injetável",17662.72,NA,NA
"256",2020,"PE","Triptorrelina","11.25mg - Injetável",0,NA,NA
"257",2020,"AL","Triptorrelina","11.25mg - Injetável",0,NA,NA
"258",2020,"SE","Triptorrelina","11.25mg - Injetável",0,NA,NA
"259",2020,"BA","Triptorrelina","11.25mg - Injetável",0,NA,NA
"260",2020,"MG","Triptorrelina","11.25mg - Injetável",0,NA,NA
"261",2020,"ES","Triptorrelina","11.25mg - Injetável",0,NA,NA
"262",2020,"RJ","Triptorrelina","11.25mg - Injetável",0,NA,NA
"263",2020,"SP","Triptorrelina","11.25mg - Injetável",481309.12,NA,NA
"264",2020,"PR","Triptorrelina","11.25mg - Injetável",417281.76,NA,NA
"265",2020,"SC","Triptorrelina","11.25mg - Injetável",354358.32,NA,NA
"266",2020,"RS","Triptorrelina","11.25mg - Injetável",24286.24,NA,NA
"267",2020,"MS","Triptorrelina","11.25mg - Injetável",0,NA,NA
"268",2020,"MT","Triptorrelina","11.25mg - Injetável",188770.32,NA,NA
"269",2020,"GO","Triptorrelina","11.25mg - Injetável",0,NA,NA
"270",2020,"DF","Triptorrelina","11.25mg - Injetável",0,NA,NA
"271",2020,"RO","Ciproterona","50mg - Comprimido/Cápsula",26.2,NA,NA
"272",2020,"AC","Ciproterona","50mg - Comprimido/Cápsula",0,NA,NA
"273",2020,"AM","Ciproterona","50mg - Comprimido/Cápsula",0,NA,NA
"274",2020,"RR","Ciproterona","50mg - Comprimido/Cápsula",0,NA,NA
"275",2020,"PA","Ciproterona","50mg - Comprimido/Cápsula",0,NA,NA
"276",2020,"AP","Ciproterona","50mg - Comprimido/Cápsula",52.4,NA,NA
"277",2020,"TO","Ciproterona","50mg - Comprimido/Cápsula",0,NA,NA
"278",2020,"MA","Ciproterona","50mg - Comprimido/Cápsula",0,NA,NA
"279",2020,"PI","Ciproterona","50mg - Comprimido/Cápsula",0,NA,NA
"280",2020,"CE","Ciproterona","50mg - Comprimido/Cápsula",1087.3,NA,NA
"281",2020,"RN","Ciproterona","50mg - Comprimido/Cápsula",78.6,NA,NA
"282",2020,"PB","Ciproterona","50mg - Comprimido/Cápsula",1147.56,NA,NA
"283",2020,"PE","Ciproterona","50mg - Comprimido/Cápsula",157.2,NA,NA
"284",2020,"AL","Ciproterona","50mg - Comprimido/Cápsula",247.59,NA,NA
"285",2020,"SE","Ciproterona","50mg - Comprimido/Cápsula",0,NA,NA
"286",2020,"BA","Ciproterona","50mg - Comprimido/Cápsula",366.8,NA,NA
"287",2020,"MG","Ciproterona","50mg - Comprimido/Cápsula",0,NA,NA
"288",2020,"ES","Ciproterona","50mg - Comprimido/Cápsula",241.04,NA,NA
"289",2020,"RJ","Ciproterona","50mg - Comprimido/Cápsula",137.55,NA,NA
"290",2020,"SP","Ciproterona","50mg - Comprimido/Cápsula",16081.56,NA,NA
"291",2020,"PR","Ciproterona","50mg - Comprimido/Cápsula",8034.23,NA,NA
"292",2020,"SC","Ciproterona","50mg - Comprimido/Cápsula",550.2,NA,NA
"293",2020,"RS","Ciproterona","50mg - Comprimido/Cápsula",3742.67,NA,NA
"294",2020,"MS","Ciproterona","50mg - Comprimido/Cápsula",0,NA,NA
"295",2020,"MT","Ciproterona","50mg - Comprimido/Cápsula",171.61,NA,NA
"296",2020,"GO","Ciproterona","50mg - Comprimido/Cápsula",0,NA,NA
"297",2020,"DF","Ciproterona","50mg - Comprimido/Cápsula",0,NA,NA
"298",2020,"RO","Rivastigmina","2mg/ml - Solução Oral",0,NA,NA
"299",2020,"AC","Rivastigmina","2mg/ml - Solução Oral",0,NA,NA
"300",2020,"AM","Rivastigmina","2mg/ml - Solução Oral",0,NA,NA
"301",2020,"RR","Rivastigmina","2mg/ml - Solução Oral",0,NA,NA
"302",2020,"PA","Rivastigmina","2mg/ml - Solução Oral",0,NA,NA
"303",2020,"AP","Rivastigmina","2mg/ml - Solução Oral",0,NA,NA
"304",2020,"TO","Rivastigmina","2mg/ml - Solução Oral",0,NA,NA
"305",2020,"MA","Rivastigmina","2mg/ml - Solução Oral",2645.28,NA,NA
"306",2020,"PI","Rivastigmina","2mg/ml - Solução Oral",11168.96,NA,NA
"307",2020,"CE","Rivastigmina","2mg/ml - Solução Oral",4923.16,NA,NA
"308",2020,"RN","Rivastigmina","2mg/ml - Solução Oral",0,NA,NA
"309",2020,"PB","Rivastigmina","2mg/ml - Solução Oral",15871.68,NA,NA
"310",2020,"PE","Rivastigmina","2mg/ml - Solução Oral",0,NA,NA
"311",2020,"AL","Rivastigmina","2mg/ml - Solução Oral",4923.16,NA,NA
"312",2020,"SE","Rivastigmina","2mg/ml - Solução Oral",4188.36,NA,NA
"313",2020,"BA","Rivastigmina","2mg/ml - Solução Oral",3967.92,NA,NA
"314",2020,"MG","Rivastigmina","2mg/ml - Solução Oral",648534.48,NA,NA
"315",2020,"ES","Rivastigmina","2mg/ml - Solução Oral",107942.12,NA,NA
"316",2020,"RJ","Rivastigmina","2mg/ml - Solução Oral",0,NA,NA
"317",2020,"SP","Rivastigmina","2mg/ml - Solução Oral",425522.68,NA,NA
"318",2020,"PR","Rivastigmina","2mg/ml - Solução Oral",119331.52,NA,NA
"319",2020,"SC","Rivastigmina","2mg/ml - Solução Oral",5070.12,NA,NA
"320",2020,"RS","Rivastigmina","2mg/ml - Solução Oral",2645.28,NA,NA
"321",2020,"MS","Rivastigmina","2mg/ml - Solução Oral",14916.44,NA,NA
"322",2020,"MT","Rivastigmina","2mg/ml - Solução Oral",0,NA,NA
"323",2020,"GO","Rivastigmina","2mg/ml - Solução Oral",6760.16,NA,NA
"324",2020,"DF","Rivastigmina","2mg/ml - Solução Oral",0,NA,NA
"325",2020,"RO","Danazol","100mg - Comprimido/Cápsula",0,NA,NA
"326",2020,"AC","Danazol","100mg - Comprimido/Cápsula",0,NA,NA
"327",2020,"AM","Danazol","100mg - Comprimido/Cápsula",0,NA,NA
"328",2020,"RR","Danazol","100mg - Comprimido/Cápsula",0,NA,NA
"329",2020,"PA","Danazol","100mg - Comprimido/Cápsula",0,NA,NA
"330",2020,"AP","Danazol","100mg - Comprimido/Cápsula",0,NA,NA
"331",2020,"TO","Danazol","100mg - Comprimido/Cápsula",0,NA,NA
"332",2020,"MA","Danazol","100mg - Comprimido/Cápsula",0,NA,NA
"333",2020,"PI","Danazol","100mg - Comprimido/Cápsula",0,NA,NA
"334",2020,"CE","Danazol","100mg - Comprimido/Cápsula",0,NA,NA
"335",2020,"RN","Danazol","100mg - Comprimido/Cápsula",0,NA,NA
"336",2020,"PB","Danazol","100mg - Comprimido/Cápsula",0,NA,NA
"337",2020,"PE","Danazol","100mg - Comprimido/Cápsula",0,NA,NA
"338",2020,"AL","Danazol","100mg - Comprimido/Cápsula",0,NA,NA
"339",2020,"SE","Danazol","100mg - Comprimido/Cápsula",0,NA,NA
"340",2020,"BA","Danazol","100mg - Comprimido/Cápsula",1530,NA,NA
"341",2020,"MG","Danazol","100mg - Comprimido/Cápsula",5400,19705.8216350503,0
"342",2020,"ES","Danazol","100mg - Comprimido/Cápsula",2340,NA,NA
"343",2020,"RJ","Danazol","100mg - Comprimido/Cápsula",0,NA,NA
"344",2020,"SP","Danazol","100mg - Comprimido/Cápsula",29742,NA,NA
"345",2020,"PR","Danazol","100mg - Comprimido/Cápsula",11347.5,NA,NA
