"","Data","Estado","CNPJ","Fornecedor","CATMAT","Medicamento","Apresentacao","Quantidade","Valor","Base","Populacao"
"5075",2022-12-14,"SP","60.665.981/0009-75","União Química",268149,"Risperidona","2 mg - Comprimido/Cápsula",630,50.7153764467284,"LAI",44411238
"5076",2022-12-14,"SP","60.665.981/0009-75","União Química",268149,"Risperidona","2 mg - Comprimido/Cápsula",4230,340.530596439036,"LAI",44411238
"5077",2022-05-25,"SP","60.665.981/0009-75","União Química",268149,"Risperidona","2 mg - Comprimido/Cápsula",4500,363.648836404236,"LAI",44411238
"5078",2022-09-26,"SP","60.665.981/0009-75","União Química",268149,"Risperidona","2 mg - Comprimido/Cápsula",4800,390.48236671826,"LAI",44411238
"5079",2022-02-04,"SP","60.665.981/0009-75","União Química",268149,"Risperidona","2 mg - Comprimido/Cápsula",3210,267.651653516196,"LAI",44411238
"5080",2022-05-12,"SP","60.665.981/0009-75","União Química",268149,"Risperidona","2 mg - Comprimido/Cápsula",2600,210.108216589114,"LAI",44411238
"5081",2022-08-31,"SP","60.665.981/0009-75","União Química",268149,"Risperidona","2 mg - Comprimido/Cápsula",2010,163.040240762451,"LAI",44411238
"5082",2022-10-18,"SP","44.734.671/0001-51","Cristália",268149,"Risperidona","2 mg - Comprimido/Cápsula",1200,180.231875192145,"LAI",44411238
"5083",2022-04-27,"SP","60.665.981/0009-75","União Química",268149,"Risperidona","2 mg - Comprimido/Cápsula",990,80.3787627215301,"LAI",44411238
"5084",2022-06-09,"SP","60.665.981/0009-75","União Química",268149,"Risperidona","2 mg - Comprimido/Cápsula",990,79.4702474499872,"LAI",44411238
"5085",2022-08-17,"SP","60.665.981/0009-75","União Química",268149,"Risperidona","2 mg - Comprimido/Cápsula",990,80.3034021665803,"LAI",44411238
"5086",2022-10-03,"SP","60.665.981/0009-75","União Química",268149,"Risperidona","2 mg - Comprimido/Cápsula",1830,147.99809751355,"LAI",44411238
"5087",2022-04-08,"SP","00.874.929/0001-40","Med Center Comercial",268149,"Risperidona","2 mg - Comprimido/Cápsula",1800,217.127047351666,"LAI",44411238
"5088",2022-10-17,"SP","04.274.988/0001-38","Ativa Comercial Hospitalar",268149,"Risperidona","2 mg - Comprimido/Cápsula",2200,338.0502992386,"LAI",44411238
"5089",2022-10-26,"SP","00.874.929/0001-40","Med Center Comercial",268149,"Risperidona","2 mg - Comprimido/Cápsula",2000,240.30916692286,"LAI",44411238
"5090",2022-06-06,"SP","12.889.035/0001-02","Inovamed Hospitalar",268149,"Risperidona","2 mg - Comprimido/Cápsula",7200,966.027943028416,"LAI",44411238
"5091",2022-10-05,"SP","28.123.417/0001-60","Partner Farma Distribuidora De Medicamentos",268149,"Risperidona","2 mg - Comprimido/Cápsula",10020,1018.7260145476,"LAI",44411238
"5092",2022-03-10,"SP","28.123.417/0001-60","Partner Farma Distribuidora De Medicamentos",268149,"Risperidona","2 mg - Comprimido/Cápsula",12000,984.615662301514,"LAI",44411238
"5093",2022-03-11,"SP","28.123.417/0001-60","Partner Farma Distribuidora De Medicamentos",268149,"Risperidona","2 mg - Comprimido/Cápsula",30000,2461.53915575378,"LAI",44411238
"5094",2022-04-11,"SP","28.123.417/0001-60","Partner Farma Distribuidora De Medicamentos",268149,"Risperidona","2 mg - Comprimido/Cápsula",90000,7307.16024741183,"LAI",44411238
"5095",2022-04-26,"SP","28.123.417/0001-60","Partner Farma Distribuidora De Medicamentos",268149,"Risperidona","2 mg - Comprimido/Cápsula",81000,6576.44422267064,"LAI",44411238
"5096",2022-04-28,"SP","28.123.417/0001-60","Partner Farma Distribuidora De Medicamentos",268149,"Risperidona","2 mg - Comprimido/Cápsula",30000,2435.72008247061,"LAI",44411238
"5097",2022-06-13,"SP","60.665.981/0009-75","União Química",268149,"Risperidona","2 mg - Comprimido/Cápsula",190600,15300.0294585531,"LAI",44411238
"5098",2022-10-06,"SP","60.665.981/0009-75","União Química",268149,"Risperidona","2 mg - Comprimido/Cápsula",155880,12606.5264701705,"LAI",44411238
"5099",2022-02-14,"SP","60.665.981/0009-75","União Química",268149,"Risperidona","2 mg - Comprimido/Cápsula",3630,302.671496032333,"LAI",44411238
"5100",2022-09-23,"SP","60.665.981/0009-75","União Química",268149,"Risperidona","2 mg - Comprimido/Cápsula",210,17.0836035439239,"LAI",44411238
"5101",2022-12-21,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",900,72.350887661432,"LAI",44411238
"5102",2022-07-15,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",2790,225.494979998284,"LAI",44411238
"5103",2022-02-23,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",810,67.5382677096942,"LAI",44411238
"5104",2022-11-30,"SP","04.274.988/0001-38","Ativa Comercial Hospitalar",272839,"Risperidona","1 mg - Comprimido/Cápsula",360,720.745524851574,"LAI",44411238
"5105",2022-02-10,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",210,17.5099212580689,"LAI",44411238
"5106",2022-11-09,"SP","33.315.644/0001-28","Med Comercial Hospitalar",272839,"Risperidona","1 mg - Comprimido/Cápsula",1380,157.197084299524,"LAI",44411238
"5107",2022-12-12,"SP","49.228.695/0001-52","Lumar Comercio De Produtos Farmaceuticos",272839,"Risperidona","1 mg - Comprimido/Cápsula",600,128.303613017428,"LAI",44411238
"5108",2022-12-16,"SP","30.754.325/0001-20","Medsi Distribuidora De Medicamentos",272839,"Risperidona","1 mg - Comprimido/Cápsula",600,89.1950250923296,"LAI",44411238
"5109",2022-12-19,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",1800,144.701775322864,"LAI",44411238
"5110",2022-06-08,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",1800,144.491358999977,"LAI",44411238
"5111",2022-11-25,"SP","33.315.644/0001-28","Med Comercial Hospitalar",272839,"Risperidona","1 mg - Comprimido/Cápsula",1110,127.718316185384,"LAI",44411238
"5112",2022-02-17,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",1110,92.5524409355069,"LAI",44411238
"5113",2022-05-12,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",2010,162.429813593892,"LAI",44411238
"5114",2022-09-15,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",4020,327.028982126543,"LAI",44411238
"5115",2022-12-08,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",1400,160.093634781104,"LAI",44411238
"5116",2022-04-25,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",2010,163.193245525531,"LAI",44411238
"5117",2022-08-25,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",3600,292.012371514838,"LAI",44411238
"5118",2022-12-09,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",3000,241.169625538106,"LAI",44411238
"5119",2022-08-05,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",120,9.73374571716125,"LAI",44411238
"5120",2022-08-04,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",330,26.7678007221934,"LAI",44411238
"5121",2022-09-30,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",900,73.2154437596737,"LAI",44411238
"5122",2022-12-22,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",5000,401.949375896844,"LAI",44411238
"5123",2022-04-19,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",600,48.7144016494122,"LAI",44411238
"5124",2022-06-27,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",900,72.2456794999884,"LAI",44411238
"5125",2022-09-01,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",480,39.048236671826,"LAI",44411238
"5126",2022-12-22,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",2000,160.779750358738,"LAI",44411238
"5127",2022-02-04,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",3900,325.184251935565,"LAI",44411238
"5128",2022-04-07,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",5700,462.786815669416,"LAI",44411238
"5129",2022-09-01,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",5400,439.292662558042,"LAI",44411238
"5130",2022-12-02,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",3600,370.502411921984,"LAI",44411238
"5131",2022-03-21,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",295980,24285.5453106668,"LAI",44411238
"5132",2022-04-28,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",1320690,107227.705190604,"LAI",44411238
"5133",2022-06-22,"SP","51.780.468/0002-68","Janssen-Cilag",272839,"Risperidona","1 mg - Comprimido/Cápsula",260,1007.76989118397,"LAI",44411238
"5134",2022-07-04,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",1231290,99516.0264953719,"LAI",44411238
"5135",2022-07-28,"SP","04.274.988/0001-38","Ativa Comercial Hospitalar",272839,"Risperidona","1 mg - Comprimido/Cápsula",1080,1022.52101529176,"LAI",44411238
"5136",2022-08-16,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",1365210,110738.391587714,"LAI",44411238
"5137",2022-10-03,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",3240,262.02941854858,"LAI",44411238
"5138",2022-10-03,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",300,24.2619831989426,"LAI",44411238
"5139",2022-12-08,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",1345380,108154.925694715,"LAI",44411238
"5140",2022-12-14,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",660,53.0596046703089,"LAI",44411238
"5141",2022-12-14,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",8100,651.157988952888,"LAI",44411238
"5142",2022-03-22,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",3000,246.153915575378,"LAI",44411238
"5143",2022-08-12,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",1800,146.006185757419,"LAI",44411238
"5144",2022-10-17,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",1200,138.639903993957,"LAI",44411238
"5145",2022-10-03,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",1500,121.309915994713,"LAI",44411238
"5146",2022-04-25,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",1000,104.388003534455,"LAI",44411238
"5147",2022-06-25,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",1000,103.208113571412,"LAI",44411238
"5148",2022-12-05,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",1200,164.667738631993,"LAI",44411238
"5149",2022-06-06,"SP","12.889.035/0001-02","Inovamed Hospitalar",272839,"Risperidona","1 mg - Comprimido/Cápsula",4200,476.821484699923,"LAI",44411238
"5150",2022-10-05,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",4000,337.35709971863,"LAI",44411238
"5151",2022-02-14,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",4140,345.195590516215,"LAI",44411238
"5152",2022-09-23,"SP","60.665.981/0009-75","União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",900,73.2154437596737,"LAI",44411238
"5153",2022-06-24,"SP","28.123.417/0001-60","Partner Farma Distribuidora De Medicamentos",284105,"Risperidona","3 mg - Comprimido/Cápsula",300,34.746731569042,"LAI",44411238
"5154",2022-11-18,"SP","28.123.417/0001-60","Partner Farma Distribuidora De Medicamentos",284105,"Risperidona","3 mg - Comprimido/Cápsula",630,73.2136617916757,"LAI",44411238
"5155",2022-03-21,"SP","28.123.417/0001-60","Partner Farma Distribuidora De Medicamentos",284105,"Risperidona","3 mg - Comprimido/Cápsula",256320,30345.2920746113,"LAI",44411238
"5156",2022-04-28,"SP","28.123.417/0001-60","Partner Farma Distribuidora De Medicamentos",284105,"Risperidona","3 mg - Comprimido/Cápsula",460140,53903.8076731193,"LAI",44411238
"5157",2022-07-01,"SP","28.123.417/0001-60","Partner Farma Distribuidora De Medicamentos",284105,"Risperidona","3 mg - Comprimido/Cápsula",246330,28725.8782422976,"LAI",44411238
"5158",2022-08-10,"SP","28.123.417/0001-60","Partner Farma Distribuidora De Medicamentos",284105,"Risperidona","3 mg - Comprimido/Cápsula",253740,29696.8933887526,"LAI",44411238
"5159",2022-09-23,"SP","28.123.417/0001-60","Partner Farma Distribuidora De Medicamentos",284105,"Risperidona","3 mg - Comprimido/Cápsula",2520,295.790392789082,"LAI",44411238
"5160",2022-09-23,"SP","28.123.417/0001-60","Partner Farma Distribuidora De Medicamentos",284105,"Risperidona","3 mg - Comprimido/Cápsula",90,10.5639425996101,"LAI",44411238
"5161",2022-10-31,"SP","28.123.417/0001-60","Partner Farma Distribuidora De Medicamentos",284105,"Risperidona","3 mg - Comprimido/Cápsula",471780,55051.3410377766,"LAI",44411238
"5162",2022-11-10,"SP","28.123.417/0001-60","Partner Farma Distribuidora De Medicamentos",284105,"Risperidona","3 mg - Comprimido/Cápsula",1680,195.236431444469,"LAI",44411238
"5163",2022-06-15,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",20,98.6210863015714,"LAI",44411238
"5164",2022-12-21,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",30,163.295507476726,"LAI",44411238
"5165",2022-12-22,"SP","12.420.164/0009-04","CM Hospitalar",272839,"Risperidona","1 mg - Comprimido/Cápsula",39,5913.63016362145,"LAI",44411238
"5166",2022-06-21,"SP","14.779.687/0001-10","Jose Carlos De Souza - Produtos Farmaceuticos",272839,"Risperidona","1 mg - Comprimido/Cápsula",12,3053.99688598713,"LAI",44411238
"5167",2022-12-20,"SP","12.420.164/0009-04","CM Hospitalar",272839,"Risperidona","1 mg - Comprimido/Cápsula",12,1799.54393701663,"LAI",44411238
"5168",2022-10-27,"SP","04.307.650/0025-02","Onco Prod",272839,"Risperidona","1 mg - Comprimido/Cápsula",36,3692.11928326308,"LAI",44411238
"5169",2022-06-10,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",30,147.931629452357,"LAI",44411238
"5170",2022-06-10,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",60,295.863258904714,"LAI",44411238
"5171",2022-12-20,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",30,163.295507476726,"LAI",44411238
"5172",2022-03-28,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",60,302.417667706893,"LAI",44411238
"5173",2022-11-17,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",160,876.308735196295,"LAI",44411238
"5174",2022-08-23,"SP","04.027.894/0007-50","Dupatri Hospitalar Com. Imp. Exp.",272839,"Risperidona","1 mg - Comprimido/Cápsula",9,1134.05090280441,"LAI",44411238
"5175",2022-12-21,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",10,54.4318358255755,"LAI",44411238
"5176",2022-06-21,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",10,49.3105431507857,"LAI",44411238
"5177",2022-03-14,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",100,504.029446178156,"LAI",44411238
"5178",2022-06-24,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",200,986.210863015714,"LAI",44411238
"5179",2022-11-21,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",150,821.539439246526,"LAI",44411238
"5180",2022-12-22,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",150,816.477537383632,"LAI",44411238
"5181",2022-03-16,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",10900,54939.209633419,"LAI",44411238
"5182",2022-06-10,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",7350,36243.2492158275,"LAI",44411238
"5183",2022-06-23,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",330,1627.24792397593,"LAI",44411238
"5184",2022-06-23,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",90,443.794888357071,"LAI",44411238
"5185",2022-08-19,"SP","12.420.164/0009-04","CM Hospitalar",272839,"Risperidona","1 mg - Comprimido/Cápsula",12,1823.54773335504,"LAI",44411238
"5186",2022-10-10,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",40310,221680.123023192,"LAI",44411238
"5187",2022-11-10,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",170,931.078031146063,"LAI",44411238
"5188",2022-11-10,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",520,2848.00338938796,"LAI",44411238
"5189",2022-11-25,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",590,3231.38846103634,"LAI",44411238
"5190",2022-11-25,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",120,657.231551397221,"LAI",44411238
"5191",2022-02-25,"SP","73.856.593/0011-38","Prati-Donaduzzi",272839,"Risperidona","1 mg - Comprimido/Cápsula",200,1114.91743520765,"LAI",44411238
"5192",2022-12-01,"SP","44.734.671/0001-51","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",100,544.318358255755,"LAI",44411238
"5193",2022-12-05,"SP","43.607.262/0001-21","Inpharma Hospitalar",272839,"Risperidona","1 mg - Comprimido/Cápsula",6000,3430.57788816652,"LAI",44411238
"5194",2022-09-14,"SP","12.420.164/0001-57","CM Hospitalar",268149,"Risperidona","2 mg - Comprimido/Cápsula",20,23806.1758609431,"LAI",44411238
"5195",2022-10-14,"SP","12.420.164/0009-04","CM Hospitalar",268149,"Risperidona","2 mg - Comprimido/Cápsula",12,14199.9148867731,"LAI",44411238
"5196",2022-06-22,"SP","51.780.468/0002-68","Janssen-Cilag",268149,"Risperidona","2 mg - Comprimido/Cápsula",6,5160.4056785706,"LAI",44411238
"5197",2022-12-23,"SP","12.420.164/0009-04","CM Hospitalar",268149,"Risperidona","2 mg - Comprimido/Cápsula",18,16333.804664254,"LAI",44411238
"5198",2022-05-09,"SP","12.420.164/0001-57","CM Hospitalar",465388,"Selexipague","200 mcg - Comprimido/Cápsula",2520,454270.126436172,"LAI",44411238
"5199",2022-12-20,"SP","51.780.468/0002-68","Janssen-Cilag",465388,"Selexipague","200 mcg - Comprimido/Cápsula",1440,175025.339391946,"LAI",44411238
"5200",2022-06-06,"SP","51.780.468/0002-68","Janssen-Cilag",465388,"Selexipague","200 mcg - Comprimido/Cápsula",1620,231493.734578406,"LAI",44411238
"5201",2022-07-14,"SP","51.780.468/0002-68","Janssen-Cilag",465388,"Selexipague","200 mcg - Comprimido/Cápsula",1440,207181.04669188,"LAI",44411238
"5202",2022-12-19,"SP","51.780.468/0002-68","Janssen-Cilag",465388,"Selexipague","200 mcg - Comprimido/Cápsula",300,36463.612373322,"LAI",44411238
"5203",2022-12-16,"SP","51.780.468/0002-68","Janssen-Cilag",465387,"Selexipague","800 mcg - Comprimido/Cápsula",480,58341.7797973151,"LAI",44411238
"5204",2022-12-19,"SP","51.780.468/0002-68","Janssen-Cilag",465387,"Selexipague","800 mcg - Comprimido/Cápsula",360,43756.3348479864,"LAI",44411238
"5205",2022-12-19,"SP","51.780.468/0002-68","Janssen-Cilag",464164,"Selexipague","600 mcg - Comprimido/Cápsula",300,36463.612373322,"LAI",44411238
"5206",2022-12-19,"SP","51.780.468/0002-68","Janssen-Cilag",465388,"Selexipague","200 mcg - Comprimido/Cápsula",240,29170.8898986576,"LAI",44411238
"5207",2022-12-19,"SP","51.780.468/0002-68","Janssen-Cilag",465385,"Selexipague","400 mcg - Comprimido/Cápsula",300,36463.612373322,"LAI",44411238
"5208",2022-12-16,"SP","51.780.468/0002-68","Janssen-Cilag",NA,"Selexipague","1.6 mcg - Comprimido/Cápsula",240,29170.8898986576,"LAI",44411238
"5209",2022-12-16,"SP","51.780.468/0002-68","Janssen-Cilag",NA,"Selexipague","1.6 mcg - Comprimido/Cápsula",240,29170.8898986576,"LAI",44411238
"5210",2022-12-19,"SP","51.780.468/0002-68","Janssen-Cilag",NA,"Selexipague","1.6 mcg - Comprimido/Cápsula",660,80219.9472213083,"LAI",44411238
"5211",2022-12-19,"SP","51.780.468/0002-68","Janssen-Cilag",465385,"Selexipague","400 mcg - Comprimido/Cápsula",180,21878.1674239932,"LAI",44411238
"5212",2022-12-19,"SP","51.780.468/0002-68","Janssen-Cilag",NA,"Selexipague","1 mcg - Comprimido/Cápsula",180,21878.1674239932,"LAI",44411238
"5213",2022-04-14,"SP","43.295.831/0001-40","Interlab Farmaceutica",400775,"Embonato de Triptorrelina","3.75 mg - Injetável",400,132178.409808738,"LAI",44411238
"5214",2022-06-20,"SP","43.295.831/0001-40","Interlab Farmaceutica",400775,"Embonato de Triptorrelina","3.75 mg - Injetável",450,147019.957782476,"LAI",44411238
"5215",2022-10-05,"SP","04.027.894/0007-50","Dupatri Hospitalar Com. Imp. Exp.",400775,"Embonato de Triptorrelina","3.75 mg - Injetável",300,103685.318199481,"LAI",44411238
"5216",2022-12-28,"SP","04.027.894/0007-50","Dupatri Hospitalar Com. Imp. Exp.",400775,"Embonato de Triptorrelina","3.75 mg - Injetável",500,171042.895874169,"LAI",44411238
"5217",2022-12-29,"SP","04.027.894/0007-50","Dupatri Hospitalar Com. Imp. Exp.",400775,"Embonato de Triptorrelina","3.75 mg - Injetável",1000,342085.791748338,"LAI",44411238
"5218",2022-03-21,"SP","43.295.831/0001-40","Interlab Farmaceutica",400775,"Embonato de Triptorrelina","3.75 mg - Injetável",233,77810.073226429,"LAI",44411238
"5219",2022-04-28,"SP","43.295.831/0001-40","Interlab Farmaceutica",400775,"Embonato de Triptorrelina","3.75 mg - Injetável",75,24783.4518391384,"LAI",44411238
"5220",2022-08-18,"SP","04.027.894/0007-50","Dupatri Hospitalar Com. Imp. Exp.",400775,"Embonato de Triptorrelina","3.75 mg - Injetável",2100,727962.507822197,"LAI",44411238
"5221",2022-10-26,"SP","04.027.894/0007-50","Dupatri Hospitalar Com. Imp. Exp.",400775,"Embonato de Triptorrelina","3.75 mg - Injetável",1368,472805.050989633,"LAI",44411238
"5222",2022-11-16,"SP","04.027.894/0007-50","Dupatri Hospitalar Com. Imp. Exp.",400775,"Embonato de Triptorrelina","3.75 mg - Injetável",760,261597.027549656,"LAI",44411238
"5223",2022-12-23,"SP","04.027.894/0007-50","Dupatri Hospitalar Com. Imp. Exp.",400776,"Embonato de Triptorrelina","11.25 mg - Injetável",1,1255.32849609752,"LAI",44411238
"5224",2022-11-21,"SP","04.027.894/0007-50","Dupatri Hospitalar Com. Imp. Exp.",400776,"Embonato de Triptorrelina","11.25 mg - Injetável",4,5052.44453905691,"LAI",44411238
"5225",2022-02-17,"SP","43.295.831/0001-40","Interlab Farmaceutica",400776,"Embonato de Triptorrelina","11.25 mg - Injetável",2,2358.40772079598,"LAI",44411238
"5226",2022-03-21,"SP","43.295.831/0001-40","Interlab Farmaceutica",400776,"Embonato de Triptorrelina","11.25 mg - Injetável",281,326073.727125744,"LAI",44411238
"5227",2022-04-28,"SP","43.295.831/0001-40","Interlab Farmaceutica",400776,"Embonato de Triptorrelina","11.25 mg - Injetável",233,267538.345590533,"LAI",44411238
"5228",2022-07-18,"SP","04.027.894/0007-50","Dupatri Hospitalar Com. Imp. Exp.",400776,"Embonato de Triptorrelina","11.25 mg - Injetável",11000,13942436.5904756,"LAI",44411238
"5229",2022-07-18,"SP","04.027.894/0007-50","Dupatri Hospitalar Com. Imp. Exp.",400776,"Embonato de Triptorrelina","11.25 mg - Injetável",6391,8100555.65906632,"LAI",44411238
"5230",2022-12-13,"SP","04.027.894/0007-50","Dupatri Hospitalar Com. Imp. Exp.",400776,"Embonato de Triptorrelina","11.25 mg - Injetável",1,1255.32849609752,"LAI",44411238
"5231",2022-12-13,"SP","04.027.894/0007-50","Dupatri Hospitalar Com. Imp. Exp.",400776,"Embonato de Triptorrelina","11.25 mg - Injetável",2,2510.65699219504,"LAI",44411238
"5232",2022-12-15,"SP","04.027.894/0007-50","Dupatri Hospitalar Com. Imp. Exp.",400776,"Embonato de Triptorrelina","11.25 mg - Injetável",1963,2464209.83783943,"LAI",44411238
"5233",2022-09-08,"SP","04.307.650/0012-98","Onco Prod",NA,"Embonato de Triptorrelina","0.1 mg/ml - Injetável",455,21732.7842226632,"LAI",44411238
"5234",2023-03-13,"SP","05.333.542/0009-57","Teva Farmaceutica",308719,"Acitretina","10 mg - Comprimido/Cápsula",425200,595316.95757882,"LAI",NA
"5235",2023-09-26,"SP","05.333.542/0009-57","Teva Farmaceutica",308719,"Acitretina","10 mg - Comprimido/Cápsula",216400,351464.747550241,"LAI",NA
"5236",2023-12-15,"SP","05.333.542/0009-57","Teva Farmaceutica",308719,"Acitretina","10 mg - Comprimido/Cápsula",211700,340145.372133401,"LAI",NA
"5237",2023-11-30,"SP","05.333.542/0009-57","Teva Farmaceutica",308719,"Acitretina","10 mg - Comprimido/Cápsula",100,161.573090541975,"LAI",NA
"5238",2023-12-21,"SP","05.333.542/0009-57","Teva Farmaceutica",308719,"Acitretina","10 mg - Comprimido/Cápsula",100,160.673298126311,"LAI",NA
"5239",2023-02-02,"SP","05.333.542/0009-57","Teva Farmaceutica",308719,"Acitretina","10 mg - Comprimido/Cápsula",100,141.00280051866,"LAI",NA
"5240",2023-03-17,"SP","05.333.542/0009-57","Teva Farmaceutica",308719,"Acitretina","10 mg - Comprimido/Cápsula",400,560.03476724254,"LAI",NA
"5241",2023-12-14,"SP","05.333.542/0009-57","Teva Farmaceutica",308718,"Acitretina","25 mg - Comprimido/Cápsula",200,1661.38376293873,"LAI",NA
"5242",2023-06-30,"SP","05.333.542/0009-57","Teva Farmaceutica",308718,"Acitretina","25 mg - Comprimido/Cápsula",400,3379.30488967635,"LAI",NA
"5243",2023-06-30,"SP","05.333.542/0009-57","Teva Farmaceutica",308718,"Acitretina","25 mg - Comprimido/Cápsula",100,844.826222419087,"LAI",NA
"5244",2023-07-07,"SP","05.333.542/0009-57","Teva Farmaceutica",308718,"Acitretina","25 mg - Comprimido/Cápsula",75700,638767.115900863,"LAI",NA
