"","Data","Estado","CNPJ","Fornecedor","CATMAT","Medicamento","Apresentacao","Quantidade","Valor","Base","Populacao"
"1",NA,"AL",NA,NA,268077,"Acetato de Ciproterona","50 mg - Comprimido/Cápsula",NA,NA,"LAI",NA
"2",2022-03-08,"AL","60.318.797/0001-00","AstraZeneca",268109,"Acetato de Gosserrelina","3.6 mg - Não Especificado",1108,630415.65032038,"LAI",3127683
"3",2024-02-29,"AL","09.053.134/0001-45","Elfa Medicamentos",268109,"Acetato de Gosserrelina","3.6 mg - Não Especificado",607,361952.02822352,"LAI",3220104
"4",2024-12-13,"AL","60.318.797/0001-00","AstraZeneca",268109,"Acetato de Gosserrelina","3.6 mg - Não Especificado",523,264689.851872122,"LAI",3220104
"5",2022-03-08,"AL","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",317,461804.801302722,"LAI",3127683
"6",2024-02-29,"AL","09.053.134/0001-45","Elfa Medicamentos",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",243,339026.135981873,"LAI",3220104
"7",2024-12-13,"AL","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",323,418552.634906852,"LAI",3220104
"8",2021-12-03,"AL","05.400.006/0001-70","Fabmed Distribuidora Hospitalar",305257,"Acetato de Leuprorrelina","3.75 mg - Não Especificado",6124,1914322.03880099,"LAI",3365351
"9",2021-12-03,"AL",NA,"Mdf Distribuidora De Produtos Farmaceuticos E Hospitalares",305257,"Acetato de Leuprorrelina","3.75 mg - Não Especificado",241,96535.2827213057,"LAI",3365351
"10",2023-05-08,"AL","05.400.006/0001-70","Fabmed Distribuidora Hospitalar",305257,"Acetato de Leuprorrelina","3.75 mg - Não Especificado",8060,2057807.79345564,"LAI",NA
"11",2023-11-29,"AL",NA,"Nord Produtos Em Saude",305257,"Acetato de Leuprorrelina","3.75 mg - Não Especificado",261,57865.4898798019,"LAI",NA
"12",2024-03-15,"AL",NA,"W.a Medicamentos Solucoes Em Saude",305257,"Acetato de Leuprorrelina","3.75 mg - Não Especificado",87,24148.2875111295,"LAI",3220104
"13",2023-07-26,"AL","05.400.006/0001-70","Fabmed Distribuidora Hospitalar",305257,"Acetato de Leuprorrelina","3.75 mg - Não Especificado",8206,2912412.49944787,"LAI",NA
"14",2023-07-26,"AL","10.493.969/0001-03","Tc Atual Comercio De Medicamentos",305257,"Acetato de Leuprorrelina","3.75 mg - Não Especificado",202,88714.9508341107,"LAI",NA
"15",2025-10-15,"AL","07.484.373/0001-24","Uni Hospitalar",305257,"Acetato de Leuprorrelina","3.75 mg - Não Especificado",6635,1527173.3058387,"LAI",3220848
"16",2025-10-10,"AL","23.232.280/0001-69","Zuck Papeis",305257,"Acetato de Leuprorrelina","3.75 mg - Não Especificado",231,76317.4056859652,"LAI",3220848
"17",NA,"AL",NA,NA,305260,"Acetato de Leuprorrelina","11.25 mg - Não Especificado",NA,NA,"LAI",NA
"18",2024-12-12,"AL","08.958.628/0004-59","Oncoexo Distribuidora De Medicamentos",432915,"Acetato de Leuprorrelina","45 mg - Injetável",1401,1840536.82211112,"LAI",3220104
"19",NA,"AL",NA,NA,342979,"Acetato de Octreotida","10 mg - Injetável",NA,NA,"LAI",NA
"20",NA,"AL",NA,NA,305725,"Acetato de Octreotida","0.1 mg/ml - Não Especificado",NA,NA,"LAI",NA
"21",NA,"AL",NA,NA,400775,"Embonato de Triptorrelina","3.75 mg - Não Especificado",NA,NA,"LAI",NA
"22",NA,"AL",NA,NA,277519,"Ácido Ursodesoxicólico","50 mg - Comprimido/Cápsula",NA,NA,"LAI",NA
"23",2021-04-16,"AL","05.400.006/0001-70","Fabmed Distribuidora Hospitalar",269460,"Ácido Ursodesoxicólico","150 mg - Comprimido/Cápsula",93600,272927.737675566,"LAI",3365351
"24",2022-06-13,"AL",NA,"Cirurgica Montebello",269460,"Ácido Ursodesoxicólico","150 mg - Comprimido/Cápsula",83817,237410.758937568,"LAI",3127683
"25",2022-06-15,"AL",NA,"3med Distribuidora De Medicamentos",269460,"Ácido Ursodesoxicólico","150 mg - Comprimido/Cápsula",27729,82675.8914575153,"LAI",3127683
"26",2023-09-29,"AL","05.400.006/0001-70","Fabmed Distribuidora Hospitalar",269460,"Ácido Ursodesoxicólico","150 mg - Comprimido/Cápsula",78840,69685.7185530978,"LAI",NA
"27",2023-09-19,"AL","23.864.942/0001-13","Unique Distribuidora De Medicamentos",269460,"Ácido Ursodesoxicólico","150 mg - Comprimido/Cápsula",26280,50522.1459509959,"LAI",NA
"28",2024-03-07,"AL","05.400.006/0001-70","Fabmed Distribuidora Hospitalar",269460,"Ácido Ursodesoxicólico","150 mg - Comprimido/Cápsula",78840,66413.0706058924,"LAI",3220104
"29",2024-03-15,"AL",NA,"Send Pharma Distribuidora De Medicamentos E Materiais Hospitlares",269460,"Ácido Ursodesoxicólico","150 mg - Comprimido/Cápsula",26280,26907.3767807906,"LAI",3220104
"30",2025-02-12,"AL",NA,"Exclusive Produtos Hospitalares",269460,"Ácido Ursodesoxicólico","150 mg - Comprimido/Cápsula",59674,49052.8341961102,"LAI",3220848
"31",2022-07-19,"AL",NA,"Cirurgica Montebello",309040,"Ácido Ursodesoxicólico","300 mg - Comprimido/Cápsula",32409,151923.969459618,"LAI",3127683
"32",2022-07-19,"AL",NA,"Cirurgica Brasil Distribuidora De Medicamentos",309040,"Ácido Ursodesoxicólico","300 mg - Comprimido/Cápsula",10803,64237.1463642886,"LAI",3127683
"33",2023-09-19,"AL",NA,"Mais Saude Comercio De Produtos Hospitalares",309040,"Ácido Ursodesoxicólico","300 mg - Comprimido/Cápsula",53756,49889.9893565112,"LAI",NA
"34",2023-09-19,"AL","23.864.942/0001-13","Unique Distribuidora De Medicamentos",309040,"Ácido Ursodesoxicólico","300 mg - Comprimido/Cápsula",11764,21186.0405994036,"LAI",NA
"35",2024-03-07,"AL","05.400.006/0001-70","Fabmed Distribuidora Hospitalar",309040,"Ácido Ursodesoxicólico","300 mg - Comprimido/Cápsula",49140,75083.0464380723,"LAI",3220104
"36",2024-03-15,"AL",NA,"Send Pharma Distribuidora De Medicamentos E Materiais Hospitlares",309040,"Ácido Ursodesoxicólico","300 mg - Comprimido/Cápsula",16380,22773.3018045927,"LAI",3220104
"37",2021-08-25,"AL","35.067.853/0001-25","Techpharma",308719,"Acitretina","10 mg - Comprimido/Cápsula",30000,81642.1221739093,"LAI",3365351
"38",2023-12-07,"AL","09.053.134/0001-45","Elfa Medicamentos",308719,"Acitretina","10 mg - Comprimido/Cápsula",40300,141836.26669836,"LAI",NA
"39",2021-10-08,"AL","35.067.853/0001-25","Techpharma",308718,"Acitretina","25 mg - Comprimido/Cápsula",31871,205429.473290166,"LAI",3365351
"40",2024-03-14,"AL",NA,"W.a Medicamentos Solucoes Em Saude",308718,"Acitretina","25 mg - Comprimido/Cápsula",50100,470843.527556579,"LAI",3220104
"41",2024-01-31,"AL","09.053.134/0001-45","Elfa Medicamentos",308718,"Acitretina","25 mg - Comprimido/Cápsula",12525,113969.862418623,"LAI",3220104
"42",NA,"AL",NA,NA,430856,"Alfainterferona 2b","0 UI - Não Especificado",NA,NA,"LAI",NA
"43",NA,"AL",NA,NA,430856,"Alfainterferona 2b","0 UI - Não Especificado",NA,NA,"LAI",NA
"44",NA,"AL",NA,NA,430856,"Alfainterferona 2b","0 UI - Não Especificado",NA,NA,"LAI",NA
"45",NA,"AL",NA,NA,404655,"Ambrisentana","5 mg - Comprimido/Cápsula",NA,NA,"LAI",NA
"46",2023-07-14,"AL","08.958.628/0004-59","Oncoexo Distribuidora De Medicamentos",404656,"Ambrisentana","10 mg - Comprimido/Cápsula",468,22000.3598929805,"LAI",NA
"47",2025-08-28,"AL",NA,"Siggamed Distribuidora De Medicamentos",280116,"Bosentana","62.5 mg - Não Especificado",1872,47458.6237010558,"LAI",3220848
"48",2025-08-28,"AL",NA,"Siggamed Distribuidora De Medicamentos",280115,"Bosentana","125 mg - Comprimido/Cápsula",936,45244.6448441884,"LAI",3220848
"49",2024-05-02,"AL","07.484.373/0001-24","Uni Hospitalar",466366,"Brometo de Tiotropio Monoidratado + Cloridrato de Olodaterol","2.5 mcg - Não Especificado",26135,6302613.53084268,"LAI",3220104
"50",2025-08-06,"AL","07.484.373/0001-24","Uni Hospitalar",466366,"Brometo de Tiotropio Monoidratado + Cloridrato de Olodaterol","2.5 mcg - Não Especificado",25334,6038247.51965813,"LAI",3220848
"51",2023-12-07,"AL","08.958.628/0004-59","Oncoexo Distribuidora De Medicamentos",NA,"Brometo de Umeclidinio + Trifenatato de Vilanterol","25 mcg - Não Especificado",26395,2525253.4235032,"LAI",NA
"52",2024-03-18,"AL","08.958.628/0004-59","Oncoexo Distribuidora De Medicamentos",NA,"Brometo de Umeclidinio + Trifenatato de Vilanterol","25 mcg - Não Especificado",7605,679397.198936184,"LAI",3220104
"53",2022-02-24,"AL",NA,"Cirurgica Brasil Distribuidora De Medicamentos",268079,"Cloridrato de Amantadina","100 mg - Comprimido/Cápsula",25000,28885.4143202837,"LAI",3127683
"54",2022-01-28,"AL","07.484.373/0001-24","Uni Hospitalar",268079,"Cloridrato de Amantadina","100 mg - Comprimido/Cápsula",30735,17750.3102850763,"LAI",3127683
"55",2023-12-04,"AL","07.484.373/0001-24","Uni Hospitalar",268079,"Cloridrato de Amantadina","100 mg - Comprimido/Cápsula",159840,98360.3894185231,"LAI",NA
"56",NA,"AL",NA,NA,268072,"Cloridrato de Selegilina","5 mg - Comprimido/Cápsula",NA,NA,"LAI",NA
"57",NA,"AL",NA,NA,272852,"Cloridrato de Triexifenidil","5 mg - Comprimido/Cápsula",NA,NA,"LAI",NA
"58",2022-07-19,"AL",NA,"Cirurgica Jaw Comercio De Material Medico Hosp",272473,"Danazol","100 mg - Comprimido/Cápsula",124020,299276.521794774,"LAI",3127683
"59",NA,"AL",NA,NA,361382,"Deferiprona","500 mg - Comprimido/Cápsula",NA,NA,"LAI",NA
"60",NA,"AL",NA,NA,396086,"Dicloridrato de Sapropterina","100 mg - Comprimido/Cápsula",NA,NA,"LAI",NA
"61",2022-07-19,"AL","08.958.628/0004-59","Oncoexo Distribuidora De Medicamentos",410019,"Eltrombopague Olamina","25 mg - Comprimido/Cápsula",12870,1754943.25838941,"LAI",3127683
"62",2023-09-19,"AL","08.958.628/0004-59","Oncoexo Distribuidora De Medicamentos",410019,"Eltrombopague Olamina","25 mg - Comprimido/Cápsula",11365,1405223.86153356,"LAI",NA
"63",2025-01-23,"AL","08.958.628/0004-59","Oncoexo Distribuidora De Medicamentos",410019,"Eltrombopague Olamina","25 mg - Comprimido/Cápsula",52978,6449667.82904318,"LAI",3220848
"64",2025-09-09,"AL",NA,"W.a Medicamentos Solucoes Em Saude",410019,"Eltrombopague Olamina","25 mg - Comprimido/Cápsula",49234,5542892.23380875,"LAI",3220848
"65",2022-04-05,"AL","08.958.628/0004-59","Oncoexo Distribuidora De Medicamentos",410020,"Eltrombopague Olamina","50 mg - Comprimido/Cápsula",936,256448.755627052,"LAI",3127683
"66",2023-05-17,"AL","08.958.628/0004-59","Oncoexo Distribuidora De Medicamentos",410020,"Eltrombopague Olamina","50 mg - Comprimido/Cápsula",9360,2203824.97313121,"LAI",NA
"67",2023-09-19,"AL","08.958.628/0004-59","Oncoexo Distribuidora De Medicamentos",410020,"Eltrombopague Olamina","50 mg - Comprimido/Cápsula",7490,1852448.3012248,"LAI",NA
"68",2025-01-23,"AL","08.958.628/0004-59","Oncoexo Distribuidora De Medicamentos",410020,"Eltrombopague Olamina","50 mg - Comprimido/Cápsula",18112,4410373.07163549,"LAI",3220848
"69",2025-09-09,"AL",NA,"W.a Medicamentos Solucoes Em Saude",410020,"Eltrombopague Olamina","50 mg - Comprimido/Cápsula",16708,3762564.75722198,"LAI",3220848
"70",NA,"AL",NA,NA,400776,"Embonato de Triptorrelina","11.25 mg - Não Especificado",NA,NA,"LAI",NA
"71",NA,"AL",NA,NA,266750,"Hidrogenotartarato de Rivastigmina","2 mg/ml - Injetável",NA,NA,"LAI",NA
"72",NA,"AL",NA,NA,602487,"Hidroxiureia","100 mg - Comprimido/Cápsula",NA,NA,"LAI",NA
"73",2022-01-28,"AL",NA,"Pb Farma Distribuidora De Medicamentos",268110,"Hidroxiureia","500 mg - Comprimido/Cápsula",50196,87572.67324515,"LAI",3127683
"74",2022-02-02,"AL","36.191.620/0001-00","Ms Hospitalar",268110,"Hidroxiureia","500 mg - Comprimido/Cápsula",20814,45618.4191809809,"LAI",3127683
"75",2022-02-02,"AL",NA,"Mais Saude Comercio De Produtos Hospitalares",268110,"Hidroxiureia","500 mg - Comprimido/Cápsula",62442,107847.893172428,"LAI",3127683
"76",2023-09-19,"AL","44.734.671/0022-86","Cristália",268110,"Hidroxiureia","500 mg - Comprimido/Cápsula",9760,0,"LAI",NA
"77",2024-03-21,"AL",NA,"Mais Saude Comercio De Produtos Hospitalares",268110,"Hidroxiureia","500 mg - Comprimido/Cápsula",73200,119915.980539048,"LAI",3220104
"78",2024-03-07,"AL",NA,"Exclusive Produtos Hospitalares",268110,"Hidroxiureia","500 mg - Comprimido/Cápsula",24400,44968.4927021432,"LAI",3220104
"79",2025-02-12,"AL",NA,"Exclusive Produtos Hospitalares",268110,"Hidroxiureia","500 mg - Comprimido/Cápsula",27855,40070.0760621399,"LAI",3220848
"80",2025-09-09,"AL","05.400.006/0001-70","Fabmed Distribuidora Hospitalar",268110,"Hidroxiureia","500 mg - Comprimido/Cápsula",62675,86380.821059687,"LAI",3220848
"81",2025-09-09,"AL","23.232.280/0001-69","Zuck Papeis",268110,"Hidroxiureia","500 mg - Comprimido/Cápsula",20891,29002.8538044533,"LAI",3220848
"82",2022-03-08,"AL","07.484.373/0001-24","Uni Hospitalar",294881,"Iloprosta","10 mcg/ml - Injetável",4212,129007.579240492,"LAI",3127683
"83",2024-01-03,"AL","18.459.628/0097-67","Bayer",294881,"Iloprosta","10 mcg/ml - Injetável",4212,129054.387428768,"LAI",3220104
"84",2025-04-09,"AL","18.459.628/0097-67","Bayer",294881,"Iloprosta","10 mcg/ml - Injetável",12960,400583.089571692,"LAI",3220848
"85",NA,"AL",NA,NA,NA,"Imunoglobulina Humana","5 g - Não Especificado",NA,NA,"LAI",NA
"86",NA,"AL",NA,NA,NA,"Imunoglobulina Humana","5 g - Não Especificado",NA,NA,"LAI",NA
"87",NA,"AL",NA,NA,NA,"Imunoglobulina Humana","5 g - Não Especificado",NA,NA,"LAI",NA
"88",NA,"AL",NA,NA,NA,"Imunoglobulina Humana","5 g - Não Especificado",NA,NA,"LAI",NA
"89",NA,"AL",NA,NA,NA,"Imunoglobulina Humana","5 g - Não Especificado",NA,NA,"LAI",NA
"90",NA,"AL",NA,NA,NA,"Imunoglobulina Humana","5 g - Não Especificado",NA,NA,"LAI",NA
"91",2023-09-05,"AL","08.958.628/0004-59","Oncoexo Distribuidora De Medicamentos",457885,"Mepolizumabe","100 mg - Injetável",145,300503.917007802,"LAI",NA
"92",2025-07-24,"AL","08.958.628/0004-59","Oncoexo Distribuidora De Medicamentos",457885,"Mepolizumabe","100 mg - Injetável",156,319581.999028748,"LAI",3220848
"93",NA,"AL",NA,NA,270143,"Mesilato de Bromocriptina","2.5 mg - Não Especificado",NA,NA,"LAI",NA
"94",NA,"AL",NA,NA,266736,"Mesilato de Desferroxamina","500 mg - Injetável",NA,NA,"LAI",NA
"95",2025-07-24,"AL","08.958.628/0004-59","Oncoexo Distribuidora De Medicamentos",452740,"Omalizumabe","150 mg - Injetável",172,394834.809454908,"LAI",3220848
"96",2025-08-14,"AL","08.958.628/0004-59","Oncoexo Distribuidora De Medicamentos",452740,"Omalizumabe","150 mg - Injetável",172,390448.611516908,"LAI",3220848
"97",2021-11-24,"AL",NA,"Call Med Comercio De Medicamentos E Representacao",297775,"Pancreatina","10 UI - Não Especificado",22320,30188.8329404561,"LAI",3365351
"98",2022-03-18,"AL","07.484.373/0001-24","Uni Hospitalar",297775,"Pancreatina","10 UI - Não Especificado",48750,63428.5893170127,"LAI",3127683
"99",2023-06-07,"AL","07.484.373/0001-24","Uni Hospitalar",297775,"Pancreatina","10 UI - Não Especificado",36300,49632.4289536708,"LAI",NA
"100",2024-03-15,"AL",NA,"Br Medicamentos",297775,"Pancreatina","10 UI - Não Especificado",59720,83673.0394838364,"LAI",3220104
"101",2021-12-07,"AL",NA,"Call Med Comercio De Medicamentos E Representacao",300745,"Pancreatina","25 UI - Não Especificado",85542,230756.93622777,"LAI",3365351
"102",2022-03-18,"AL","07.484.373/0001-24","Uni Hospitalar",300745,"Pancreatina","25 UI - Não Especificado",84375,220549.512749904,"LAI",3127683
"103",2022-07-13,"AL","07.484.373/0001-24","Uni Hospitalar",300745,"Pancreatina","25 UI - Não Especificado",221919,571391.774908928,"LAI",3127683
"104",2023-06-07,"AL","07.484.373/0001-24","Uni Hospitalar",300745,"Pancreatina","25 UI - Não Especificado",66030,182031.593626979,"LAI",NA
"105",2023-11-23,"AL","07.484.373/0001-24","Uni Hospitalar",300745,"Pancreatina","25 UI - Não Especificado",169104,486975.227659093,"LAI",NA
"106",2024-03-18,"AL",NA,"Call Med Comercio De Medicamentos E Representacao",300745,"Pancreatina","25 UI - Não Especificado",522186,1474514.03041469,"LAI",3220104
"107",2024-03-15,"AL",NA,"Br Medicamentos",300745,"Pancreatina","25 UI - Não Especificado",30534,86219.874536434,"LAI",3220104
"108",2025-04-07,"AL","07.484.373/0001-24","Uni Hospitalar",300745,"Pancreatina","25 UI - Não Especificado",489629,1359970.91458156,"LAI",3220848
"109",NA,"AL",NA,NA,272815,"Penicilamina","250 mg - Comprimido/Cápsula",NA,NA,"LAI",NA
"110",2023-05-08,"AL","44.734.671/0022-86","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",151450,1402948.37965847,"LAI",NA
"111",2023-12-07,"AL","44.734.671/0022-86","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",5235,43372.2812580925,"LAI",NA
"112",2023-11-29,"AL",NA,"Send Pharma Distribuidora De Medicamentos E Materiais Hospitalares",272839,"Risperidona","1 mg - Comprimido/Cápsula",1745,20254.0112519393,"LAI",NA
"113",2024-01-29,"AL","44.734.671/0022-86","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",2858,24295.132411243,"LAI",3220104
"114",2024-03-07,"AL",NA,"Send Pharma Distribuidora De Medicamentos E Materiais Hospitlares",272839,"Risperidona","1 mg - Comprimido/Cápsula",952,14446.4785528319,"LAI",3220104
"115",2025-04-09,"AL","44.734.671/0022-86","Cristália",272839,"Risperidona","1 mg - Comprimido/Cápsula",2261,12238.0447067975,"LAI",3220848
"116",2025-04-25,"AL",NA,"Clm Farma Comercio E Distribuidora De Medicamentos",272839,"Risperidona","1 mg - Comprimido/Cápsula",753,9461.53879721681,"LAI",3220848
"117",2025-10-23,"AL",NA,"Clm Farma Comercio E Distribuidora De Medicamentos",272839,"Risperidona","1 mg - Comprimido/Cápsula",1736,22386.6078590436,"LAI",3220848
"118",2021-10-13,"AL","34.707.920/0001-66","Onmed Distribuidora De Medicamentos",272839,"Risperidona","1 mg - Comprimido/Cápsula",109842,10809.2159711291,"LAI",3365351
"119",2021-08-05,"AL",NA,"União Química",272839,"Risperidona","1 mg - Comprimido/Cápsula",54906,4842.36057416121,"LAI",3365351
"120",2023-11-23,"AL",NA,"Hospitalmed",272839,"Risperidona","1 mg - Comprimido/Cápsula",158430,22637.7089489351,"LAI",NA
"121",2025-09-09,"AL",NA,"Medvida Distribuidora De Medicamentos Hospitalar",272839,"Risperidona","1 mg - Comprimido/Cápsula",77153,9314.0053219297,"LAI",3220848
"122",2021-10-13,"AL","34.707.920/0001-66","Onmed Distribuidora De Medicamentos",268149,"Risperidona","2 mg - Comprimido/Cápsula",274530,37146.5316842541,"LAI",3365351
"123",2021-08-05,"AL",NA,"União Química",268149,"Risperidona","2 mg - Comprimido/Cápsula",137250,13833.8040350235,"LAI",3365351
"124",2023-05-08,"AL","36.191.620/0001-00","Ms Hospitalar",268149,"Risperidona","2 mg - Comprimido/Cápsula",309840,44739.0955170676,"LAI",NA
"125",2025-09-09,"AL",NA,"Anjomedi Distribuidora De Medicamentos",268149,"Risperidona","2 mg - Comprimido/Cápsula",154231,18618.956551353,"LAI",3220848
"126",NA,"AL",NA,NA,284105,"Risperidona","3 mg - Comprimido/Cápsula",NA,NA,"LAI",NA
"127",2022-05-02,"AL","34.707.920/0001-66","Onmed Distribuidora De Medicamentos",448616,"Sacarato de Hidróxido Férrico","20 mg/ml - Injetável",59538,714824.171387583,"LAI",3127683
"128",2022-02-17,"AL","15.145.035/0001-96","Riobahiafarma Comercio E Distribuicao De Produtos Medicos E Cosmeticos",448616,"Sacarato de Hidróxido Férrico","20 mg/ml - Injetável",29754,239939.022751849,"LAI",3127683
"129",2023-03-28,"AL","08.958.628/0004-59","Oncoexo Distribuidora De Medicamentos",445430,"Sacubitril Valsartana Sodica Hidratada","50 mg - Não Especificado",936,3962.89561857097,"LAI",NA
"130",2025-04-10,"AL","08.958.628/0004-59","Oncoexo Distribuidora De Medicamentos",445430,"Sacubitril Valsartana Sodica Hidratada","50 mg - Não Especificado",33228,138607.873040209,"LAI",3220848
"131",2025-04-10,"AL","08.958.628/0004-59","Oncoexo Distribuidora De Medicamentos",445431,"Sacubitril Valsartana Sodica Hidratada","100 mg - Comprimido/Cápsula",48266,201337.654994544,"LAI",3220848
"132",2025-04-10,"AL","08.958.628/0004-59","Oncoexo Distribuidora De Medicamentos",445432,"Sacubitril Valsartana Sodica Hidratada","200 mg - Comprimido/Cápsula",20608,85964.5794995973,"LAI",3220848
"133",NA,"AL",NA,NA,465385,"Selexipague","400 mcg - Comprimido/Cápsula",NA,NA,"LAI",NA
"134",NA,"AL",NA,NA,464164,"Selexipague","600 mcg - Comprimido/Cápsula",NA,NA,"LAI",NA
"135",NA,"AL",NA,NA,465387,"Selexipague","800 mcg - Comprimido/Cápsula",NA,NA,"LAI",NA
"136",NA,"AL",NA,NA,NA,"Selexipague","1 mg - Não Especificado",NA,NA,"LAI",NA
"137",NA,"AL",NA,NA,NA,"Selexipague","1.2 mg - Não Especificado",NA,NA,"LAI",NA
"138",NA,"AL",NA,NA,NA,"Selexipague","1.4 mg - Não Especificado",NA,NA,"LAI",NA
"139",NA,"AL",NA,NA,NA,"Selexipague","1.6 mg - Não Especificado",NA,NA,"LAI",NA
"140",NA,"AL",NA,NA,475000,"Embonato de Triptorrelina","22.5 mg - Não Especificado",NA,NA,"LAI",NA
"141",2023-09-15,"BA","10.586.940/0001-68","Oncovit",268077,"Acetato de Ciproterona","50 mg - Comprimido/Cápsula",180,845.217762130895,"LAI",NA
"142",2025-07-11,"BA","96.827.563/0001-27","Medisil Medicamentos",268077,"Acetato de Ciproterona","50 mg - Comprimido/Cápsula",220,786.374519843207,"LAI",14870907
"143",2025-03-12,"BA","96.827.563/0001-27","Medisil Medicamentos",268077,"Acetato de Ciproterona","50 mg - Comprimido/Cápsula",260,990.936381804681,"LAI",14870907
"144",2022-05-10,"BA","10.586.940/0001-68","Oncovit",268077,"Acetato de Ciproterona","50 mg - Comprimido/Cápsula",380,1316.06245555819,"LAI",14141626
"145",2021-09-30,"BA","15.145.035/0001-96","Riobahiafarma Comercio E Distr De Produtos Medicos E Cosmeticos",268077,"Acetato de Ciproterona","50 mg - Comprimido/Cápsula",440,2518.07586239382,"LAI",14985284
"146",2025-07-15,"BA","96.827.563/0001-27","Medisil Medicamentos",268077,"Acetato de Ciproterona","50 mg - Comprimido/Cápsula",15000,53162.0678861644,"LAI",14870907
"147",2022-03-23,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",31,37727.2604568765,"LAI",14141626
"148",2021-07-12,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",55,74943.7963220362,"LAI",14985284
"149",2021-07-12,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",95,129448.375465335,"LAI",14985284
"150",2024-11-01,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",100,141593.579490839,"LAI",14850513
"151",NA,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",104,NA,"LAI",NA
"152",2022-03-23,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",119,144823.999818332,"LAI",14141626
"153",NA,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",121,NA,"LAI",NA
"154",2024-04-16,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",125,181317.923487797,"LAI",14850513
"155",2023-09-11,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",125,186583.20206517,"LAI",NA
"156",2024-08-02,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",148,212484.465502045,"LAI",14850513
"157",2023-02-15,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",150,175677.081199804,"LAI",NA
"158",2022-05-10,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",150,179791.448040506,"LAI",14141626
"159",2022-07-12,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",150,179817.525294177,"LAI",14141626
"160",2022-08-16,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",150,180467.121933926,"LAI",14141626
"161",2022-09-15,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",150,180992.063423616,"LAI",14141626
"162",2022-11-17,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",150,179195.701300861,"LAI",14141626
"163",2021-09-14,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",150,200305.848172423,"LAI",14985284
"164",2021-10-01,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",150,197833.022752309,"LAI",14985284
"165",2021-10-28,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",150,197833.022752309,"LAI",14985284
"166",2025-06-06,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",150,205152.861081065,"LAI",14870907
"167",2025-07-21,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",150,204620.95075273,"LAI",14870907
"168",2024-03-08,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",188,273738.316662639,"LAI",14850513
"169",2024-11-01,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",200,283187.158981677,"LAI",14850513
"170",2023-09-11,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",232,346298.423032955,"LAI",NA
"171",2023-06-28,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",250,431911.848144506,"LAI",NA
"172",2024-11-13,"BA","60.318.797/0001-00","AstraZeneca",268108,"Acetato de Gosserrelina","10.8 mg - Injetável",300,424780.738472515,"LAI",14850513
